ReportDate,FirstDose_AdminDaily,FirstDose_AdminCum,FirstDose_AdminSevenDayAvg,SecDose_AdminDaily,SecDose_AdminCum,SecDose_AdminSevenDayAvg,SingleDose_AdminDaily,SingleDose_AdminCum,SingleDose_AdminSevenDayAvg,Total_AdminDaily,Total_AdminCum,Total_AdminSevenDayAvg
2022-02-18 15:00:00,17308.0,4694067.0,4212.0,13433.0,4129469.0,4238.0,486.0,334240.0,137.0,31227,9157776,8587
2022-02-17 15:00:00,2533.0,4676759.0,2096.0,3005.0,4116036.0,2839.0,49.0,333754.0,82.0,5587,9126549,5018
2022-02-16 15:00:00,2442.0,4674226.0,2044.0,2902.0,4113031.0,2861.0,91.0,333705.0,84.0,5435,9120962,4989
2022-02-15 15:00:00,2019.0,4671784.0,2087.0,3154.0,4110129.0,2977.0,57.0,333614.0,93.0,5230,9115527,5157
2022-02-14 15:00:00,1983.0,4669765.0,2160.0,2949.0,4106975.0,3021.0,68.0,333557.0,95.0,5000,9110297,5275
2022-02-13 15:00:00,1210.0,4667782.0,2228.0,1551.0,4104026.0,3172.0,29.0,333489.0,97.0,2790,9105297,5496
2022-02-12 15:00:00,1987.0,4666572.0,2266.0,2671.0,4102475.0,3200.0,180.0,333460.0,98.0,4838,9102507,5564
2022-02-11 15:00:00,2496.0,4664585.0,2307.0,3644.0,4099804.0,3289.0,103.0,333280.0,97.0,6243,9097669,5693
2022-02-10 15:00:00,2173.0,4662089.0,2378.0,3157.0,4096160.0,3391.0,58.0,333177.0,92.0,5388,9091426,5861
2022-02-09 15:00:00,2738.0,4659916.0,2540.0,3716.0,4093003.0,3535.0,158.0,333119.0,92.0,6612,9086038,6168
2022-02-08 15:00:00,2530.0,4657178.0,2624.0,3460.0,4089287.0,3582.0,66.0,332961.0,88.0,6056,9079426,6294
2022-02-07 15:00:00,2462.0,4654648.0,2756.0,4002.0,4085827.0,3623.0,83.0,332895.0,96.0,6547,9073370,6475
2022-02-06 15:00:00,1477.0,4652186.0,2837.0,1747.0,4081825.0,3513.0,38.0,332812.0,94.0,3262,9066823,6444
2022-02-05 15:00:00,2272.0,4650709.0,2890.0,3296.0,4080078.0,3479.0,175.0,332774.0,94.0,5743,9063561,6463
2022-02-04 15:00:00,2992.0,4648437.0,2961.0,4360.0,4076782.0,3405.0,64.0,332599.0,87.0,7416,9057818,6452
2022-02-03 15:00:00,3312.0,4645445.0,3136.0,4165.0,4072422.0,3336.0,60.0,332535.0,93.0,7537,9050402,6565
2022-02-02 15:00:00,3320.0,4642133.0,3311.0,4047.0,4068257.0,3402.0,132.0,332475.0,113.0,7499,9042865,6826
2022-02-01 15:00:00,3457.0,4638813.0,3531.0,3745.0,4064210.0,3507.0,118.0,332343.0,110.0,7320,9035366,7147
2022-01-31 15:00:00,3032.0,4635356.0,3687.0,3229.0,4060465.0,3505.0,69.0,332225.0,113.0,6330,9028046,7306
2022-01-30 15:00:00,1845.0,4632324.0,3827.0,1514.0,4057236.0,3487.0,37.0,332156.0,116.0,3396,9021716,7430
2022-01-29 15:00:00,2767.0,4630479.0,3925.0,2772.0,4055722.0,3467.0,130.0,332119.0,123.0,5669,9018320,7515
2022-01-28 15:00:00,4218.0,4627712.0,4084.0,3880.0,4052950.0,3383.0,107.0,331989.0,123.0,8205,9012651,7590
2022-01-27 15:00:00,4536.0,4623494.0,4338.0,4627.0,4049070.0,3405.0,199.0,331882.0,140.0,9362,9004446,7882
2022-01-26 15:00:00,4859.0,4618958.0,4493.0,4779.0,4044443.0,3445.0,110.0,331683.0,129.0,9748,8995084,8066
2022-01-25 15:00:00,4555.0,4614099.0,4667.0,3737.0,4039664.0,3448.0,139.0,331573.0,129.0,8431,8985336,8244
2022-01-24 15:00:00,4011.0,4609544.0,4803.0,3100.0,4035927.0,3511.0,89.0,331434.0,131.0,7200,8976905,8446
2022-01-23 15:00:00,2528.0,4605533.0,4742.0,1371.0,4032827.0,3409.0,88.0,331345.0,131.0,3987,8969705,8282
2022-01-22 15:00:00,3881.0,4603005.0,4849.0,2187.0,4031456.0,3433.0,129.0,331257.0,138.0,6197,8965718,8420
2022-01-21 15:00:00,5995.0,4599124.0,5047.0,4033.0,4029269.0,3445.0,224.0,331128.0,131.0,10252,8959521,8623
2022-01-20 15:00:00,5621.0,4593129.0,5228.0,4905.0,4025236.0,3463.0,124.0,330904.0,140.0,10650,8949269,8830
2022-01-19 15:00:00,6076.0,4587508.0,5687.0,4803.0,4020331.0,4945.0,111.0,330780.0,156.0,10990,8938619,10788
2022-01-18 15:00:00,5510.0,4581432.0,6634.0,4181.0,4015528.0,5868.0,155.0,330669.0,197.0,9846,8927629,12699
2022-01-17 15:00:00,3583.0,4575922.0,6903.0,2383.0,4011347.0,5962.0,88.0,330514.0,198.0,6054,8917783,13063
2022-01-16 15:00:00,3277.0,4572339.0,7198.0,1537.0,4008964.0,6181.0,136.0,330426.0,206.0,4950,8911729,13586
2022-01-15 15:00:00,5266.0,4569062.0,7204.0,2273.0,4007427.0,6309.0,77.0,330290.0,212.0,7616,8906779,13726
2022-01-14 15:00:00,7262.0,4563796.0,7173.0,4156.0,4005154.0,6561.0,289.0,330213.0,214.0,11707,8899163,13947
2022-01-13 15:00:00,8835.0,4556534.0,7053.0,15283.0,4000998.0,6572.0,237.0,329924.0,197.0,24355,8887456,13822
2022-01-12 15:00:00,12706.0,4547699.0,6701.0,11265.0,3985715.0,5040.0,394.0,329687.0,201.0,24365,8863101,11941
2022-01-11 15:00:00,7389.0,4534993.0,5813.0,4839.0,3974450.0,4039.0,167.0,329293.0,167.0,12395,8838736,10019
2022-01-10 15:00:00,5651.0,4527604.0,5467.0,3916.0,3969611.0,3798.0,145.0,329126.0,167.0,9712,8826341,9432
2022-01-09 15:00:00,3322.0,4521953.0,5113.0,2433.0,3965695.0,3551.0,174.0,328981.0,179.0,5929,8816629,8843
2022-01-08 15:00:00,5043.0,4518631.0,4873.0,4032.0,3963262.0,3360.0,93.0,328807.0,160.0,9168,8810700,8394
2022-01-07 15:00:00,6427.0,4513588.0,4381.0,4235.0,3959230.0,2943.0,171.0,328714.0,154.0,10833,8801532,7478
2022-01-06 15:00:00,6368.0,4507161.0,4096.0,4557.0,3954995.0,2668.0,263.0,328543.0,146.0,11188,8790699,6910
2022-01-05 15:00:00,6489.0,4500793.0,4272.0,4263.0,3950438.0,2559.0,155.0,328280.0,149.0,10907,8779511,6980
2022-01-04 15:00:00,4968.0,4494304.0,4511.0,3151.0,3946175.0,2526.0,166.0,328125.0,152.0,8285,8768604,7189
2022-01-03 15:00:00,3174.0,4489336.0,4861.0,2185.0,3943024.0,2654.0,234.0,327959.0,150.0,5593,8760319,7665
2022-01-02 15:00:00,1644.0,4486162.0,5169.0,1098.0,3940839.0,2842.0,40.0,327725.0,158.0,2782,8754726,8169
2022-01-01 15:00:00,1597.0,4484518.0,5144.0,1115.0,3939741.0,2807.0,48.0,327685.0,156.0,2760,8751944,8107
2021-12-31 15:00:00,4430.0,4482921.0,5002.0,2309.0,3938626.0,2706.0,113.0,327637.0,151.0,6852,8749184,7859
2021-12-30 15:00:00,7603.0,4478491.0,5028.0,3789.0,3936317.0,2680.0,289.0,327524.0,146.0,11681,8742332,7854
2021-12-29 15:00:00,8163.0,4470888.0,5141.0,4036.0,3932528.0,2690.0,173.0,327235.0,159.0,12372,8730651,7989
2021-12-28 15:00:00,7416.0,4462725.0,5199.0,4046.0,3928492.0,2721.0,156.0,327062.0,164.0,11618,8718279,8084
2021-12-27 15:00:00,5330.0,4455309.0,5322.0,3502.0,3924446.0,2694.0,284.0,326906.0,165.0,9116,8706661,8181
2021-12-26 15:00:00,1469.0,4449979.0,6009.0,855.0,3920944.0,3260.0,29.0,326622.0,145.0,2353,8697545,9414
2021-12-25 15:00:00,602.0,4448510.0,6318.0,402.0,3920089.0,3388.0,15.0,326593.0,149.0,1019,8695192,9855
2021-12-24 15:00:00,4614.0,4447908.0,7057.0,2132.0,3919687.0,3797.0,74.0,326578.0,191.0,6820,8694173,11045
2021-12-23 15:00:00,8391.0,4443294.0,7500.0,3854.0,3917555.0,3975.0,380.0,326504.0,210.0,12625,8687353,11686
2021-12-22 15:00:00,8573.0,4434903.0,7370.0,4255.0,3913701.0,4097.0,207.0,326124.0,219.0,13035,8674728,11686
2021-12-21 15:00:00,8276.0,4426330.0,7025.0,3861.0,3909446.0,4233.0,165.0,325917.0,226.0,12302,8661693,11484
2021-12-20 15:00:00,10138.0,4418054.0,6778.0,7461.0,3905585.0,4532.0,148.0,325752.0,229.0,17747,8649391,11540
2021-12-19 15:00:00,3632.0,4407916.0,6079.0,1753.0,3898124.0,4347.0,52.0,325604.0,235.0,5437,8631644,10662
2021-12-18 15:00:00,5774.0,4404284.0,6105.0,3260.0,3896371.0,4608.0,314.0,325552.0,240.0,9348,8626207,10952
2021-12-17 15:00:00,7719.0,4398510.0,6041.0,3381.0,3893111.0,5104.0,206.0,325238.0,246.0,11306,8616859,11390
2021-12-16 15:00:00,7480.0,4390791.0,6017.0,4709.0,3889730.0,5630.0,441.0,325032.0,254.0,12630,8605553,11901
2021-12-15 15:00:00,6155.0,4383311.0,5901.0,5207.0,3885021.0,6023.0,257.0,324591.0,260.0,11619,8592923,12184
2021-12-14 15:00:00,6549.0,4377156.0,5983.0,5956.0,3879814.0,6284.0,186.0,324334.0,268.0,12691,8581304,12534
2021-12-13 15:00:00,5246.0,4370607.0,6102.0,6165.0,3873858.0,6569.0,192.0,324148.0,277.0,11603,8568613,12948
2021-12-12 15:00:00,3812.0,4365361.0,6137.0,3577.0,3867693.0,6585.0,81.0,323956.0,283.0,7470,8557010,13005
2021-12-11 15:00:00,5323.0,4361549.0,6062.0,6733.0,3864116.0,6567.0,357.0,323875.0,282.0,12413,8549540,12912
2021-12-10 15:00:00,7557.0,4356226.0,6241.0,7065.0,3857383.0,7020.0,262.0,323518.0,303.0,14884,8537127,13564
2021-12-09 15:00:00,6666.0,4348669.0,6353.0,7457.0,3850318.0,7548.0,485.0,323256.0,301.0,14608,8522243,14202
2021-12-08 15:00:00,6726.0,4342003.0,6484.0,7032.0,3842861.0,7837.0,313.0,322771.0,302.0,14071,8507635,14623
2021-12-07 15:00:00,7382.0,4335277.0,6355.0,7952.0,3835829.0,8065.0,251.0,322458.0,299.0,15585,8493564,14720
2021-12-06 15:00:00,5495.0,4327895.0,6264.0,6281.0,3827877.0,8228.0,230.0,322207.0,294.0,12006,8477979,14786
2021-12-05 15:00:00,3284.0,4322400.0,6317.0,3451.0,3821596.0,8107.0,79.0,321977.0,324.0,6814,8465973,14747
2021-12-04 15:00:00,6579.0,4319116.0,6174.0,9905.0,3818145.0,8612.0,499.0,321898.0,324.0,16983,8459159,15110
2021-12-03 15:00:00,8340.0,4312537.0,5792.0,10756.0,3808240.0,7669.0,253.0,321399.0,272.0,19349,8442176,13733
2021-12-02 15:00:00,7579.0,4304197.0,5111.0,9484.0,3797484.0,6483.0,492.0,321146.0,258.0,17555,8422827,11852
2021-12-01 15:00:00,5827.0,4296618.0,4584.0,8626.0,3788000.0,5280.0,292.0,320654.0,197.0,14745,8405272,10060
2021-11-30 15:00:00,6745.0,4290791.0,5021.0,9091.0,3779374.0,4469.0,215.0,320362.0,190.0,16051,8390527,9680
2021-11-29 15:00:00,5862.0,4284046.0,5526.0,5438.0,3770283.0,3622.0,435.0,320147.0,203.0,11735,8374476,9351
2021-11-28 15:00:00,2286.0,4278184.0,6007.0,6983.0,3764845.0,3182.0,81.0,319712.0,185.0,9350,8362741,9374
2021-11-27 15:00:00,3904.0,4275898.0,6452.0,3308.0,3757862.0,2397.0,135.0,319631.0,195.0,7347,8353391,9045
2021-11-26 15:00:00,3573.0,4271994.0,7474.0,2450.0,3754554.0,2261.0,157.0,319496.0,245.0,6180,8346044,9979
2021-11-25 15:00:00,3889.0,4268421.0,8363.0,1061.0,3752104.0,2378.0,64.0,319339.0,278.0,5014,8339864,11019
2021-11-24 15:00:00,8885.0,4264532.0,9197.0,2955.0,3751043.0,2691.0,242.0,319275.0,347.0,12082,8334850,12236
2021-11-23 15:00:00,10280.0,4255647.0,9279.0,3157.0,3748088.0,2734.0,310.0,319033.0,352.0,13747,8322768,12365
2021-11-22 15:00:00,9230.0,4245367.0,9091.0,2361.0,3744931.0,2724.0,308.0,318723.0,340.0,11899,8309021,12155
2021-11-21 15:00:00,5404.0,4236137.0,8935.0,1488.0,3742570.0,2717.0,151.0,318415.0,327.0,7043,8297122,11979
2021-11-20 15:00:00,11054.0,4230733.0,8805.0,2355.0,3741082.0,2709.0,480.0,318264.0,325.0,13889,8290079,11838
2021-11-19 15:00:00,9799.0,4219679.0,8701.0,3268.0,3738727.0,2728.0,392.0,317784.0,313.0,13459,8276190,11742
2021-11-18 15:00:00,9727.0,4209880.0,9234.0,3255.0,3735459.0,2981.0,548.0,317392.0,338.0,13530,8262731,12553
2021-11-17 15:00:00,9457.0,4200153.0,9246.0,3257.0,3732204.0,2919.0,277.0,316844.0,305.0,12991,8249201,12470
2021-11-16 15:00:00,8964.0,4190696.0,9718.0,3087.0,3728947.0,3186.0,226.0,316567.0,312.0,12277,8236210,13216
2021-11-15 15:00:00,8138.0,4181732.0,10555.0,2311.0,3725860.0,3722.0,213.0,316341.0,314.0,10662,8223933,14591
2021-11-14 15:00:00,4494.0,4173594.0,12415.0,1429.0,3723549.0,3843.0,136.0,316128.0,342.0,6059,8213271,16600
2021-11-13 15:00:00,10331.0,4169100.0,11995.0,2489.0,3722120.0,3884.0,399.0,315992.0,342.0,13219,8207212,16220
2021-11-12 15:00:00,13529.0,4158769.0,11255.0,5042.0,3719631.0,4436.0,564.0,315593.0,346.0,19135,8193993,16036
2021-11-11 15:00:00,9809.0,4145240.0,10072.0,2819.0,3714589.0,4703.0,318.0,315029.0,316.0,12946,8174858,9445
2021-11-10 15:00:00,12759.0,4135431.0,9232.0,5128.0,3751296.0,4768.0,327.0,314711.0,357.0,18214,8201438,14356
2021-11-09 15:00:00,14826.0,4122672.0,5006.0,6837.0,3746168.0,1848.0,242.0,314384.0,137.0,21905,8183224,6991
2021-11-08 15:00:00,21155.0,4107846.0,3638.0,3157.0,3739331.0,1824.0,410.0,314142.0,159.0,24722,8161319,5621
2021-11-07 15:00:00,1554.0,4086691.0,1174.0,1714.0,3736174.0,2060.0,132.0,313732.0,143.0,3400,8136597,3376
2021-11-06 15:00:00,5151.0,4085137.0,1324.0,6354.0,3734460.0,2290.0,428.0,313600.0,150.0,11933,8133197,3763
2021-11-05 15:00:00,5251.0,4079986.0,1144.0,6914.0,3728106.0,2074.0,356.0,313172.0,151.0,12521,8121264,3369
2021-11-04 15:00:00,3925.0,4074735.0,1152.0,3270.0,3721192.0,2056.0,605.0,312816.0,165.0,7800,8108743,3374
2021-11-03 15:00:00,-16818.0,4070810.0,1277.0,-15313.0,3717922.0,2459.0,-1212.0,312211.0,151.0,-33343,8100943,3887
2021-11-02 15:00:00,5250.0,4087628.0,4420.0,6672.0,3733235.0,5138.0,394.0,313423.0,385.0,12316,8134286,9942
2021-11-01 15:00:00,3902.0,4082378.0,4551.0,4806.0,3726563.0,5266.0,300.0,313029.0,378.0,9008,8121970,10196
2021-10-31 15:00:00,2606.0,4078476.0,4516.0,3324.0,3721757.0,5214.0,178.0,312729.0,384.0,6108,8112962,10113
2021-10-30 15:00:00,3893.0,4075870.0,4512.0,4843.0,3718433.0,5154.0,439.0,312551.0,378.0,9175,8106854,10044
2021-10-29 15:00:00,5308.0,4071977.0,3197.0,6793.0,3713590.0,4881.0,453.0,312112.0,364.0,12554,8097679,9557
2021-10-28 15:00:00,4799.0,4066669.0,4185.0,6086.0,3706797.0,4602.0,508.0,311659.0,372.0,11393,8085125,9159
2021-10-27 15:00:00,5180.0,4061870.0,4032.0,3441.0,3700711.0,4259.0,421.0,311151.0,338.0,9042,8073732,8630
2021-10-26 15:00:00,6169.0,4056690.0,3941.0,7572.0,3697270.0,4376.0,348.0,310730.0,333.0,14089,8064690,8650
2021-10-25 15:00:00,3654.0,4050521.0,3806.0,4437.0,3689698.0,3978.0,342.0,310382.0,311.0,8433,8050601,8095
2021-10-24 15:00:00,2580.0,4046867.0,3864.0,2904.0,3685261.0,3882.0,137.0,310040.0,294.0,5621,8042168,8040
2021-10-23 15:00:00,2501.0,4044287.0,3776.0,2931.0,3682357.0,3748.0,337.0,309903.0,279.0,5769,8036547,7803
2021-10-22 15:00:00,4411.0,4041786.0,3671.0,4846.0,3679426.0,3781.0,511.0,309566.0,268.0,9768,8030778,7721
2021-10-21 15:00:00,3731.0,4037375.0,3767.0,3685.0,3674580.0,3800.0,269.0,309055.0,226.0,7685,8021010,7793
2021-10-20 15:00:00,4542.0,4033644.0,4030.0,4256.0,3670895.0,4109.0,386.0,308786.0,250.0,9184,8013325,8389
2021-10-19 15:00:00,5223.0,4029102.0,3943.0,4786.0,3666639.0,4034.0,196.0,308400.0,244.0,10205,8004141,8220
2021-10-18 15:00:00,4062.0,4023879.0,3922.0,3768.0,3661853.0,3934.0,220.0,308204.0,261.0,8050,7993936,8116
2021-10-17 15:00:00,1960.0,4019817.0,3738.0,1966.0,3658085.0,3727.0,31.0,307984.0,255.0,3957,7985886,7719
2021-10-16 15:00:00,1770.0,4017857.0,3643.0,3162.0,3656119.0,3640.0,263.0,307953.0,262.0,5195,7981929,7545
2021-10-15 15:00:00,5081.0,4016087.0,3899.0,4975.0,3652957.0,3658.0,218.0,307690.0,267.0,10274,7976734,7824
2021-10-14 15:00:00,5569.0,4011006.0,3791.0,5850.0,3647982.0,3467.0,439.0,307472.0,272.0,11858,7966460,7530
2021-10-13 15:00:00,3936.0,4005437.0,3637.0,3728.0,3642132.0,3158.0,339.0,307033.0,254.0,8003,7954602,7049
2021-10-12 15:00:00,5074.0,4001501.0,3887.0,4088.0,3638404.0,3384.0,316.0,306694.0,240.0,9478,7946599,7511
2021-10-11 15:00:00,2777.0,3996427.0,3628.0,2317.0,3634316.0,3174.0,177.0,306378.0,239.0,5271,7937121,7040
2021-10-10 15:00:00,1291.0,3993650.0,3835.0,1360.0,3631999.0,3388.0,82.0,306201.0,261.0,2733,7931850,7484
2021-10-09 15:00:00,3563.0,3992359.0,4010.0,3291.0,3630639.0,3555.0,299.0,306119.0,264.0,7153,7929117,7830
2021-10-08 15:00:00,4330.0,3988796.0,2883.0,3632.0,3627348.0,2566.0,252.0,305820.0,186.0,8214,7921964,5634
2021-10-07 15:00:00,4488.0,3984466.0,4869.0,3692.0,3623716.0,4457.0,311.0,305568.0,327.0,8491,7913750,9653
2021-10-06 15:00:00,5684.0,3979978.0,4572.0,5309.0,3620024.0,4290.0,246.0,305257.0,395.0,11239,7905259,9257
2021-10-05 15:00:00,3263.0,3974294.0,4296.0,2614.0,3614715.0,4084.0,304.0,305011.0,497.0,6181,7894020,8878
2021-10-04 15:00:00,4227.0,3971031.0,4362.0,3816.0,3612101.0,4151.0,336.0,304707.0,496.0,8379,7887839,9009
2021-10-03 15:00:00,2517.0,3966804.0,4310.0,2532.0,3608285.0,4101.0,102.0,304371.0,511.0,5151,7879460,8923
2021-10-02 15:00:00,7003.0,3964287.0,4336.0,6630.0,3605753.0,4157.0,250.0,304269.0,555.0,13883,7874309,9048
2021-10-01 15:00:00,6899.0,3957284.0,3880.0,6608.0,3599123.0,3808.0,742.0,304019.0,572.0,14249,7860426,8261
2021-09-30 15:00:00,2413.0,3950385.0,3688.0,2521.0,3592515.0,3741.0,782.0,303277.0,523.0,5716,7846177,7952
2021-09-29 15:00:00,3750.0,3947972.0,4014.0,3870.0,3589994.0,4141.0,964.0,302495.0,490.0,8584,7840461,8645
2021-09-28 15:00:00,3728.0,3944222.0,4009.0,3079.0,3586124.0,4209.0,294.0,301531.0,418.0,7101,7831877,8637
2021-09-27 15:00:00,3863.0,3940494.0,4109.0,3470.0,3583045.0,4583.0,445.0,301237.0,428.0,7778,7824776,9120
2021-09-26 15:00:00,2696.0,3936631.0,3983.0,2919.0,3579575.0,4631.0,408.0,300792.0,424.0,6023,7816998,9038
2021-09-25 15:00:00,3810.0,3933935.0,4111.0,4191.0,3576656.0,4843.0,372.0,300384.0,380.0,8373,7810975,9334
2021-09-24 15:00:00,5557.0,3930125.0,4147.0,6134.0,3572465.0,4982.0,399.0,300012.0,353.0,12090,7802602,9482
2021-09-23 15:00:00,4693.0,3924568.0,4077.0,5326.0,3566331.0,4946.0,550.0,299613.0,340.0,10569,7790512,9364
2021-09-22 15:00:00,3718.0,3919875.0,4045.0,4347.0,3561005.0,4941.0,461.0,299063.0,308.0,8526,7779943,9294
2021-09-21 15:00:00,4423.0,3916157.0,4264.0,5694.0,3556658.0,5192.0,362.0,298602.0,298.0,10479,7771417,9755
2021-09-20 15:00:00,2983.0,3911734.0,4353.0,3805.0,3550964.0,5196.0,418.0,298240.0,312.0,7206,7760938,9861
2021-09-19 15:00:00,3595.0,3908751.0,4487.0,4401.0,3547159.0,5231.0,98.0,297822.0,301.0,8094,7753732,10019
2021-09-18 15:00:00,4059.0,3905156.0,4489.0,5166.0,3542758.0,5153.0,186.0,297724.0,358.0,9411,7745638,10000
2021-09-17 15:00:00,5070.0,3901097.0,4785.0,5886.0,3537592.0,5285.0,308.0,297538.0,621.0,11264,7736227,10690
2021-09-16 15:00:00,4469.0,3896027.0,4799.0,5287.0,3531706.0,5257.0,324.0,297230.0,622.0,10080,7724963,10677
2021-09-15 15:00:00,5250.0,3891558.0,4955.0,6106.0,3526419.0,5422.0,393.0,296906.0,627.0,11749,7714883,11003
2021-09-14 15:00:00,5047.0,3886308.0,4938.0,5721.0,3520313.0,5501.0,458.0,296513.0,907.0,11226,7703134,11346
2021-09-13 15:00:00,3917.0,3881261.0,4644.0,4049.0,3514592.0,5242.0,342.0,296055.0,878.0,8308,7691908,10763
2021-09-12 15:00:00,3609.0,3877344.0,4444.0,3855.0,3510543.0,5022.0,498.0,295713.0,841.0,7962,7683600,10308
2021-09-11 15:00:00,6134.0,3873735.0,4331.0,6089.0,3506688.0,4969.0,2021.0,295215.0,787.0,14244,7675638,10087
2021-09-10 15:00:00,5165.0,3867601.0,4174.0,5690.0,3500599.0,4908.0,318.0,293194.0,628.0,11173,7661394,9710
2021-09-09 15:00:00,5564.0,3862436.0,4268.0,6442.0,3494909.0,5013.0,356.0,292876.0,725.0,12362,7650221,10006
2021-09-08 15:00:00,5129.0,3856872.0,4271.0,6659.0,3488467.0,4970.0,2356.0,292520.0,774.0,14144,7637859,10016
2021-09-07 15:00:00,2987.0,3851743.0,4463.0,3908.0,3481808.0,5025.0,252.0,290164.0,564.0,7147,7623715,10052
2021-09-06 15:00:00,2520.0,3848756.0,5010.0,2512.0,3477900.0,5434.0,89.0,289912.0,677.0,5121,7616568,11121
2021-09-05 15:00:00,2818.0,3846236.0,5448.0,3483.0,3475388.0,5826.0,115.0,289823.0,812.0,6416,7611447,12085
2021-09-04 15:00:00,5037.0,3843418.0,5609.0,5659.0,3471905.0,5907.0,911.0,289708.0,884.0,11607,7605031,12400
2021-09-03 15:00:00,5824.0,3838381.0,5995.0,6428.0,3466246.0,6175.0,993.0,288797.0,798.0,13245,7593424,12967
