OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
1,2/27/1971 15:00:00,Frederick,1,1,0,0
2,1/15/2012 15:00:00,Unknown,1,1,0,0
3,1/26/2012 15:00:00,Queen Anne's,1,1,0,0
4,2/2/2012 15:00:00,Unknown,1,2,0,0
5,2/3/2012 15:00:00,Baltimore,1,1,0,0
6,2/26/2012 15:00:00,Wicomico,1,1,0,0
7,2/1/2019 15:00:00,Washington,1,1,0,0
8,3/17/2019 15:00:00,Kent,1,1,0,0
9,1/1/2020 15:00:00,Unknown,2,4,0,0
10,1/1/2020 15:00:00,Wicomico,1,2,0,0
11,1/3/2020 15:00:00,Montgomery,1,1,0,0
12,1/4/2020 15:00:00,Montgomery,1,2,0,0
13,1/5/2020 15:00:00,Allegany,1,1,0,0
14,1/5/2020 15:00:00,Montgomery,2,4,0,0
15,1/6/2020 15:00:00,Carroll,1,1,0,0
16,1/6/2020 15:00:00,Montgomery,1,5,0,0
17,1/15/2020 15:00:00,Anne Arundel,1,1,0,0
18,1/16/2020 15:00:00,Unknown,1,5,0,0
19,1/17/2020 15:00:00,Montgomery,1,6,0,0
20,1/20/2020 15:00:00,Frederick,1,2,0,0
21,1/21/2020 15:00:00,Unknown,1,6,0,0
22,1/22/2020 15:00:00,Frederick,1,3,0,0
23,1/22/2020 15:00:00,Montgomery,1,7,0,0
24,1/23/2020 15:00:00,Unknown,1,7,0,0
25,1/27/2020 15:00:00,Cecil,1,1,0,0
26,1/27/2020 15:00:00,Montgomery,1,8,0,0
27,1/27/2020 15:00:00,Wicomico,1,3,0,0
28,1/30/2020 15:00:00,Caroline,1,1,0,0
29,1/30/2020 15:00:00,Prince George's,1,1,0,0
30,1/30/2020 15:00:00,Wicomico,0,3,1,1
31,1/31/2020 15:00:00,Montgomery,1,9,0,0
32,1/31/2020 15:00:00,Unknown,1,8,0,0
33,2/1/2020 15:00:00,Anne Arundel,0,1,1,1
34,2/1/2020 15:00:00,Unknown,1,9,0,0
35,2/1/2020 15:00:00,Washington,1,2,0,0
36,2/2/2020 15:00:00,Allegany,0,1,1,1
37,2/3/2020 15:00:00,Harford,1,1,0,0
38,2/3/2020 15:00:00,Montgomery,1,10,0,0
39,2/4/2020 15:00:00,Montgomery,0,10,1,1
40,2/6/2020 15:00:00,Dorchester,1,1,0,0
41,2/7/2020 15:00:00,Unknown,1,10,0,0
42,2/16/2020 15:00:00,Unknown,1,11,0,0
43,2/17/2020 15:00:00,Wicomico,0,3,1,2
44,2/19/2020 15:00:00,Unknown,0,11,1,1
45,2/23/2020 15:00:00,Baltimore,1,2,0,0
46,2/23/2020 15:00:00,Unknown,1,12,0,1
47,2/24/2020 15:00:00,Baltimore City,1,1,0,0
48,2/24/2020 15:00:00,Montgomery,1,11,0,1
49,3/1/2020 15:00:00,Cecil,1,2,0,0
50,3/1/2020 15:00:00,Montgomery,1,12,0,1
51,3/1/2020 15:00:00,Worcester,1,1,0,0
52,3/4/2020 15:00:00,Howard,1,1,0,0
53,3/5/2020 15:00:00,Montgomery,1,13,0,1
54,3/8/2020 15:00:00,Unknown,1,13,0,1
55,3/10/2020 15:00:00,Montgomery,1,14,0,1
56,3/11/2020 15:00:00,Baltimore City,1,2,0,0
57,3/11/2020 15:00:00,Unknown,1,14,0,1
58,3/17/2020 15:00:00,Carroll,1,2,0,0
59,4/1/2020 15:00:00,Montgomery,1,15,0,1
60,5/1/2020 15:00:00,Montgomery,0,15,1,2
61,8/4/2020 15:00:00,Montgomery,1,16,0,2
62,8/10/2020 15:00:00,Harford,1,2,0,0
63,8/14/2020 15:00:00,Frederick,1,4,0,0
64,8/14/2020 15:00:00,Montgomery,1,17,0,2
65,8/21/2020 15:00:00,Frederick,1,5,0,0
66,8/27/2020 15:00:00,Frederick,1,6,0,0
67,8/31/2020 15:00:00,Frederick,1,7,0,0
68,8/31/2020 15:00:00,Harford,0,2,1,1
69,9/1/2020 15:00:00,Cecil,1,3,0,0
70,9/1/2020 15:00:00,Montgomery,1,18,0,2
71,9/3/2020 15:00:00,Prince George's,1,2,0,0
72,9/4/2020 15:00:00,Anne Arundel,1,2,0,1
73,9/4/2020 15:00:00,Baltimore,1,3,0,0
74,9/5/2020 15:00:00,Baltimore,1,4,0,0
75,9/8/2020 15:00:00,Baltimore,1,5,0,0
76,9/13/2020 15:00:00,Anne Arundel,1,3,0,1
77,9/15/2020 15:00:00,Frederick,0,7,1,1
78,9/15/2020 15:00:00,Montgomery,0,18,1,3
79,9/16/2020 15:00:00,Montgomery,0,18,1,4
80,9/19/2020 15:00:00,Frederick,1,8,0,1
81,9/19/2020 15:00:00,Howard,1,2,0,0
82,9/20/2020 15:00:00,Baltimore,1,6,0,0
83,9/21/2020 15:00:00,Prince George's,1,3,0,0
84,9/22/2020 15:00:00,Unknown,1,15,0,1
85,9/23/2020 15:00:00,Frederick,0,8,1,2
86,9/24/2020 15:00:00,Frederick,0,8,1,3
87,9/28/2020 15:00:00,Baltimore,0,6,1,1
88,9/29/2020 15:00:00,Frederick,0,8,1,4
89,9/29/2020 15:00:00,Montgomery,1,19,0,4
90,10/1/2020 15:00:00,Baltimore,0,6,1,2
91,10/1/2020 15:00:00,Cecil,0,3,1,1
92,10/1/2020 15:00:00,Montgomery,1,20,0,4
93,10/1/2020 15:00:00,Prince George's,1,4,0,0
94,10/2/2020 15:00:00,Howard,1,3,0,0
95,10/3/2020 15:00:00,Anne Arundel,0,3,1,2
96,10/5/2020 15:00:00,Wicomico,1,4,0,2
97,10/6/2020 15:00:00,Baltimore,0,6,1,3
98,10/7/2020 15:00:00,Anne Arundel,0,3,1,3
99,10/8/2020 15:00:00,Montgomery,1,21,0,4
100,10/13/2020 15:00:00,Montgomery,1,22,0,4
101,10/15/2020 15:00:00,Prince George's,1,5,0,0
102,10/17/2020 15:00:00,Howard,0,3,1,1
103,10/17/2020 15:00:00,Montgomery,1,23,0,4
104,10/20/2020 15:00:00,Baltimore,0,6,1,4
105,10/20/2020 15:00:00,Prince George's,0,5,1,1
106,10/24/2020 15:00:00,Frederick,0,8,1,5
107,10/26/2020 15:00:00,Unknown,0,15,1,2
108,11/2/2020 15:00:00,Montgomery,1,24,0,4
109,11/5/2020 15:00:00,Montgomery,0,24,1,5
110,11/6/2020 15:00:00,Montgomery,2,26,0,5
111,11/7/2020 15:00:00,Anne Arundel,1,4,0,3
112,11/11/2020 15:00:00,Montgomery,0,26,1,6
113,11/12/2020 15:00:00,Howard,0,3,1,2
114,11/18/2020 15:00:00,Unknown,1,16,0,2
115,12/1/2020 15:00:00,Baltimore,1,7,0,4
116,12/1/2020 15:00:00,Carroll,1,3,0,0
117,12/1/2020 15:00:00,Frederick,2,10,0,5
118,12/1/2020 15:00:00,Harford,1,3,0,1
119,12/1/2020 15:00:00,Howard,1,4,0,2
120,12/1/2020 15:00:00,Montgomery,2,28,0,6
121,12/1/2020 15:00:00,Prince George's,3,8,0,1
122,12/1/2020 15:00:00,Wicomico,3,7,1,3
123,12/2/2020 15:00:00,Calvert,1,1,0,0
124,12/3/2020 15:00:00,Carroll,1,4,0,0
125,12/3/2020 15:00:00,Wicomico,1,8,0,3
126,12/4/2020 15:00:00,Caroline,1,2,0,0
127,12/4/2020 15:00:00,Montgomery,0,28,1,7
128,12/7/2020 15:00:00,Montgomery,1,29,0,7
129,12/8/2020 15:00:00,Montgomery,2,31,0,7
130,12/8/2020 15:00:00,Worcester,1,2,0,0
131,12/9/2020 15:00:00,Baltimore,1,8,0,4
132,12/10/2020 15:00:00,Baltimore City,1,3,0,0
133,12/11/2020 15:00:00,Montgomery,1,32,0,7
134,12/11/2020 15:00:00,Unknown,1,17,0,2
135,12/14/2020 15:00:00,Anne Arundel,2,6,0,3
136,12/14/2020 15:00:00,Montgomery,1,33,0,7
137,12/15/2020 15:00:00,Baltimore,1,9,0,4
138,12/15/2020 15:00:00,Baltimore City,3,6,0,0
139,12/15/2020 15:00:00,Frederick,2,12,0,5
140,12/15/2020 15:00:00,Montgomery,3,36,0,7
141,12/16/2020 15:00:00,Anne Arundel,53,59,0,3
142,12/16/2020 15:00:00,Baltimore,123,132,0,4
143,12/16/2020 15:00:00,Baltimore City,162,168,0,0
144,12/16/2020 15:00:00,Calvert,1,2,0,0
145,12/16/2020 15:00:00,Caroline,2,4,0,0
146,12/16/2020 15:00:00,Carroll,5,9,0,0
147,12/16/2020 15:00:00,Cecil,3,6,0,1
148,12/16/2020 15:00:00,Charles,6,6,0,0
149,12/16/2020 15:00:00,Dorchester,5,6,0,0
150,12/16/2020 15:00:00,Frederick,1,13,0,5
151,12/16/2020 15:00:00,Harford,51,54,0,1
152,12/16/2020 15:00:00,Howard,54,58,0,2
153,12/16/2020 15:00:00,Montgomery,24,60,0,7
154,12/16/2020 15:00:00,Prince George's,14,22,0,1
155,12/16/2020 15:00:00,Queen Anne's,4,5,0,0
156,12/16/2020 15:00:00,St. Mary's,2,2,0,0
157,12/16/2020 15:00:00,Talbot,6,6,0,0
158,12/16/2020 15:00:00,Unknown,20,37,1,3
159,12/16/2020 15:00:00,Washington,3,5,0,0
160,12/16/2020 15:00:00,Wicomico,1,9,0,3
161,12/17/2020 15:00:00,Anne Arundel,97,156,0,3
162,12/17/2020 15:00:00,Baltimore,189,321,0,4
163,12/17/2020 15:00:00,Baltimore City,232,400,0,0
164,12/17/2020 15:00:00,Calvert,3,5,0,0
165,12/17/2020 15:00:00,Caroline,5,9,0,0
166,12/17/2020 15:00:00,Carroll,16,25,0,0
167,12/17/2020 15:00:00,Cecil,3,9,0,1
168,12/17/2020 15:00:00,Charles,11,17,0,0
169,12/17/2020 15:00:00,Dorchester,7,13,0,0
170,12/17/2020 15:00:00,Frederick,23,36,0,5
171,12/17/2020 15:00:00,Harford,66,120,0,1
172,12/17/2020 15:00:00,Howard,107,165,0,2
173,12/17/2020 15:00:00,Kent,5,6,0,0
174,12/17/2020 15:00:00,Montgomery,65,125,0,7
175,12/17/2020 15:00:00,Prince George's,14,36,0,1
176,12/17/2020 15:00:00,Queen Anne's,9,14,0,0
177,12/17/2020 15:00:00,Somerset,8,8,0,0
178,12/17/2020 15:00:00,St. Mary's,1,3,0,0
179,12/17/2020 15:00:00,Talbot,12,18,0,0
180,12/17/2020 15:00:00,Unknown,60,97,0,3
181,12/17/2020 15:00:00,Washington,4,9,0,0
182,12/17/2020 15:00:00,Wicomico,77,86,0,3
183,12/17/2020 15:00:00,Worcester,28,30,0,0
184,12/18/2020 15:00:00,Allegany,4,5,0,1
185,12/18/2020 15:00:00,Anne Arundel,168,324,0,3
186,12/18/2020 15:00:00,Baltimore,444,765,0,4
187,12/18/2020 15:00:00,Baltimore City,359,759,0,0
188,12/18/2020 15:00:00,Calvert,10,15,0,0
189,12/18/2020 15:00:00,Caroline,3,12,0,0
190,12/18/2020 15:00:00,Carroll,76,101,0,0
191,12/18/2020 15:00:00,Cecil,6,15,0,1
192,12/18/2020 15:00:00,Charles,17,34,0,0
193,12/18/2020 15:00:00,Dorchester,8,21,0,0
194,12/18/2020 15:00:00,Frederick,133,169,0,5
195,12/18/2020 15:00:00,Harford,126,246,0,1
196,12/18/2020 15:00:00,Howard,236,401,0,2
197,12/18/2020 15:00:00,Kent,1,7,0,0
198,12/18/2020 15:00:00,Montgomery,310,435,1,8
199,12/18/2020 15:00:00,Prince George's,51,87,0,1
200,12/18/2020 15:00:00,Queen Anne's,18,32,0,0
201,12/18/2020 15:00:00,Somerset,34,42,0,0
202,12/18/2020 15:00:00,St. Mary's,25,28,0,0
203,12/18/2020 15:00:00,Talbot,14,32,0,0
204,12/18/2020 15:00:00,Unknown,257,354,0,3
205,12/18/2020 15:00:00,Washington,70,79,0,0
206,12/18/2020 15:00:00,Wicomico,324,410,0,3
207,12/18/2020 15:00:00,Worcester,160,190,0,0
208,12/19/2020 15:00:00,Anne Arundel,41,365,0,3
209,12/19/2020 15:00:00,Baltimore,134,899,1,5
210,12/19/2020 15:00:00,Baltimore City,82,841,0,0
211,12/19/2020 15:00:00,Calvert,1,16,0,0
212,12/19/2020 15:00:00,Carroll,13,114,0,0
213,12/19/2020 15:00:00,Cecil,2,17,0,1
214,12/19/2020 15:00:00,Dorchester,1,22,0,0
215,12/19/2020 15:00:00,Frederick,9,178,0,5
216,12/19/2020 15:00:00,Harford,38,284,0,1
217,12/19/2020 15:00:00,Howard,89,490,0,2
218,12/19/2020 15:00:00,Kent,1,8,0,0
219,12/19/2020 15:00:00,Montgomery,146,581,0,8
220,12/19/2020 15:00:00,Prince George's,19,106,0,1
221,12/19/2020 15:00:00,Queen Anne's,2,34,0,0
222,12/19/2020 15:00:00,Somerset,9,51,0,0
223,12/19/2020 15:00:00,Talbot,2,34,0,0
224,12/19/2020 15:00:00,Unknown,83,437,0,3
225,12/19/2020 15:00:00,Wicomico,131,541,0,3
226,12/19/2020 15:00:00,Worcester,42,232,0,0
227,12/20/2020 15:00:00,Anne Arundel,5,370,0,3
228,12/20/2020 15:00:00,Baltimore,64,963,0,5
229,12/20/2020 15:00:00,Baltimore City,41,882,0,0
230,12/20/2020 15:00:00,Calvert,1,17,0,0
231,12/20/2020 15:00:00,Carroll,3,117,0,0
232,12/20/2020 15:00:00,Cecil,2,19,0,1
233,12/20/2020 15:00:00,Frederick,9,187,0,5
234,12/20/2020 15:00:00,Harford,23,307,0,1
235,12/20/2020 15:00:00,Howard,12,502,0,2
236,12/20/2020 15:00:00,Montgomery,82,663,0,8
237,12/20/2020 15:00:00,Prince George's,12,118,0,1
238,12/20/2020 15:00:00,Unknown,21,458,0,3
239,12/20/2020 15:00:00,Wicomico,1,542,0,3
240,12/21/2020 15:00:00,Allegany,23,28,0,1
241,12/21/2020 15:00:00,Anne Arundel,283,653,0,3
242,12/21/2020 15:00:00,Baltimore,577,1540,0,5
243,12/21/2020 15:00:00,Baltimore City,511,1393,0,0
244,12/21/2020 15:00:00,Calvert,15,32,0,0
245,12/21/2020 15:00:00,Caroline,5,17,0,0
246,12/21/2020 15:00:00,Carroll,124,241,0,0
247,12/21/2020 15:00:00,Cecil,23,42,0,1
248,12/21/2020 15:00:00,Charles,39,73,0,0
249,12/21/2020 15:00:00,Dorchester,10,32,0,0
250,12/21/2020 15:00:00,Frederick,217,404,0,5
251,12/21/2020 15:00:00,Garrett,1,1,0,0
252,12/21/2020 15:00:00,Harford,282,589,0,1
253,12/21/2020 15:00:00,Howard,345,847,0,2
254,12/21/2020 15:00:00,Kent,10,18,0,0
255,12/21/2020 15:00:00,Montgomery,450,1113,0,8
256,12/21/2020 15:00:00,Prince George's,169,287,0,1
257,12/21/2020 15:00:00,Queen Anne's,24,58,0,0
258,12/21/2020 15:00:00,Somerset,1,52,0,0
259,12/21/2020 15:00:00,St. Mary's,48,76,0,0
260,12/21/2020 15:00:00,Talbot,17,51,0,0
261,12/21/2020 15:00:00,Unknown,298,756,0,3
262,12/21/2020 15:00:00,Washington,162,241,0,0
263,12/21/2020 15:00:00,Wicomico,24,566,0,3
264,12/21/2020 15:00:00,Worcester,56,288,0,0
265,12/22/2020 15:00:00,Allegany,54,82,0,1
266,12/22/2020 15:00:00,Anne Arundel,411,1064,0,3
267,12/22/2020 15:00:00,Baltimore,1024,2564,0,5
268,12/22/2020 15:00:00,Baltimore City,562,1955,0,0
269,12/22/2020 15:00:00,Calvert,27,59,0,0
270,12/22/2020 15:00:00,Caroline,16,33,0,0
271,12/22/2020 15:00:00,Carroll,266,507,1,1
272,12/22/2020 15:00:00,Cecil,89,131,0,1
273,12/22/2020 15:00:00,Charles,50,123,0,0
274,12/22/2020 15:00:00,Dorchester,19,51,0,0
275,12/22/2020 15:00:00,Frederick,328,732,0,5
276,12/22/2020 15:00:00,Garrett,1,2,0,0
277,12/22/2020 15:00:00,Harford,269,858,1,2
278,12/22/2020 15:00:00,Howard,436,1283,1,3
279,12/22/2020 15:00:00,Kent,12,30,0,0
280,12/22/2020 15:00:00,Montgomery,1024,2137,0,8
281,12/22/2020 15:00:00,Prince George's,546,833,0,1
282,12/22/2020 15:00:00,Queen Anne's,109,167,0,0
283,12/22/2020 15:00:00,Somerset,7,59,0,0
284,12/22/2020 15:00:00,St. Mary's,57,133,0,0
285,12/22/2020 15:00:00,Talbot,30,81,0,0
286,12/22/2020 15:00:00,Unknown,455,1211,0,3
287,12/22/2020 15:00:00,Washington,229,470,0,0
288,12/22/2020 15:00:00,Wicomico,67,633,0,3
289,12/22/2020 15:00:00,Worcester,84,372,0,0
290,12/23/2020 15:00:00,Allegany,115,197,0,1
291,12/23/2020 15:00:00,Anne Arundel,365,1429,0,3
292,12/23/2020 15:00:00,Baltimore,1168,3732,0,5
293,12/23/2020 15:00:00,Baltimore City,602,2557,0,0
294,12/23/2020 15:00:00,Calvert,110,169,0,0
295,12/23/2020 15:00:00,Caroline,65,98,1,1
296,12/23/2020 15:00:00,Carroll,159,666,0,1
297,12/23/2020 15:00:00,Cecil,61,192,0,1
298,12/23/2020 15:00:00,Charles,28,151,0,0
299,12/23/2020 15:00:00,Dorchester,40,91,0,0
300,12/23/2020 15:00:00,Frederick,239,971,0,5
301,12/23/2020 15:00:00,Garrett,45,47,0,0
302,12/23/2020 15:00:00,Harford,203,1061,0,2
303,12/23/2020 15:00:00,Howard,357,1640,0,3
304,12/23/2020 15:00:00,Kent,5,35,0,0
305,12/23/2020 15:00:00,Montgomery,651,2788,1,9
306,12/23/2020 15:00:00,Prince George's,275,1108,1,2
307,12/23/2020 15:00:00,Queen Anne's,34,201,0,0
308,12/23/2020 15:00:00,Somerset,19,78,0,0
309,12/23/2020 15:00:00,St. Mary's,74,207,0,0
310,12/23/2020 15:00:00,Talbot,44,125,0,0
311,12/23/2020 15:00:00,Unknown,429,1640,0,3
312,12/23/2020 15:00:00,Washington,100,570,0,0
313,12/23/2020 15:00:00,Wicomico,184,817,1,4
314,12/23/2020 15:00:00,Worcester,76,448,0,0
315,12/24/2020 15:00:00,Anne Arundel,234,1663,1,4
316,12/24/2020 15:00:00,Baltimore,621,4353,0,5
317,12/24/2020 15:00:00,Baltimore City,426,2983,0,0
318,12/24/2020 15:00:00,Calvert,34,203,0,0
319,12/24/2020 15:00:00,Caroline,3,101,0,1
320,12/24/2020 15:00:00,Carroll,98,764,0,1
321,12/24/2020 15:00:00,Cecil,27,219,0,1
322,12/24/2020 15:00:00,Charles,21,172,0,0
323,12/24/2020 15:00:00,Dorchester,36,127,0,0
324,12/24/2020 15:00:00,Frederick,23,994,0,5
325,12/24/2020 15:00:00,Garrett,2,49,0,0
326,12/24/2020 15:00:00,Harford,100,1161,0,2
327,12/24/2020 15:00:00,Howard,216,1856,0,3
328,12/24/2020 15:00:00,Kent,1,36,0,0
329,12/24/2020 15:00:00,Montgomery,243,3031,0,9
330,12/24/2020 15:00:00,Prince George's,183,1291,0,2
331,12/24/2020 15:00:00,Queen Anne's,11,212,0,0
332,12/24/2020 15:00:00,Somerset,11,89,0,0
333,12/24/2020 15:00:00,St. Mary's,9,216,0,0
334,12/24/2020 15:00:00,Talbot,9,134,0,0
335,12/24/2020 15:00:00,Unknown,163,1803,0,3
336,12/24/2020 15:00:00,Washington,5,575,0,0
337,12/24/2020 15:00:00,Wicomico,125,942,0,4
338,12/24/2020 15:00:00,Worcester,31,479,0,0
339,12/25/2020 15:00:00,Anne Arundel,22,1685,0,4
340,12/25/2020 15:00:00,Baltimore,32,4385,0,5
341,12/25/2020 15:00:00,Baltimore City,11,2994,0,0
342,12/25/2020 15:00:00,Calvert,85,288,0,0
343,12/25/2020 15:00:00,Caroline,1,102,0,1
344,12/25/2020 15:00:00,Carroll,114,878,0,1
345,12/25/2020 15:00:00,Cecil,4,223,0,1
346,12/25/2020 15:00:00,Charles,7,179,0,0
347,12/25/2020 15:00:00,Dorchester,69,196,0,0
348,12/25/2020 15:00:00,Frederick,7,1001,0,5
349,12/25/2020 15:00:00,Harford,169,1330,0,2
350,12/25/2020 15:00:00,Howard,37,1893,0,3
351,12/25/2020 15:00:00,Kent,1,37,0,0
352,12/25/2020 15:00:00,Montgomery,230,3261,0,9
353,12/25/2020 15:00:00,Prince George's,179,1470,0,2
354,12/25/2020 15:00:00,St. Mary's,23,239,0,0
355,12/25/2020 15:00:00,Talbot,5,139,0,0
356,12/25/2020 15:00:00,Unknown,29,1832,0,3
357,12/25/2020 15:00:00,Washington,2,577,0,0
358,12/25/2020 15:00:00,Wicomico,3,945,0,4
359,12/26/2020 15:00:00,Anne Arundel,160,1845,0,4
360,12/26/2020 15:00:00,Baltimore,303,4688,0,5
361,12/26/2020 15:00:00,Baltimore City,186,3180,0,0
362,12/26/2020 15:00:00,Calvert,3,291,0,0
363,12/26/2020 15:00:00,Caroline,5,107,0,1
364,12/26/2020 15:00:00,Carroll,10,888,0,1
365,12/26/2020 15:00:00,Cecil,28,251,0,1
366,12/26/2020 15:00:00,Charles,15,194,0,0
367,12/26/2020 15:00:00,Dorchester,10,206,0,0
368,12/26/2020 15:00:00,Frederick,12,1013,0,5
369,12/26/2020 15:00:00,Harford,127,1457,0,2
370,12/26/2020 15:00:00,Howard,199,2092,1,4
371,12/26/2020 15:00:00,Kent,64,101,0,0
372,12/26/2020 15:00:00,Montgomery,120,3381,0,9
373,12/26/2020 15:00:00,Prince George's,314,1784,0,2
374,12/26/2020 15:00:00,Queen Anne's,11,223,0,0
375,12/26/2020 15:00:00,St. Mary's,2,241,0,0
376,12/26/2020 15:00:00,Talbot,9,148,0,0
377,12/26/2020 15:00:00,Unknown,59,1891,0,3
378,12/26/2020 15:00:00,Washington,1,578,0,0
379,12/26/2020 15:00:00,Wicomico,4,949,0,4
380,12/26/2020 15:00:00,Worcester,2,481,0,0
381,12/27/2020 15:00:00,Allegany,1,198,0,1
382,12/27/2020 15:00:00,Anne Arundel,99,1944,0,4
383,12/27/2020 15:00:00,Baltimore,320,5008,0,5
384,12/27/2020 15:00:00,Baltimore City,141,3321,0,0
385,12/27/2020 15:00:00,Calvert,9,300,0,0
386,12/27/2020 15:00:00,Caroline,48,155,0,1
387,12/27/2020 15:00:00,Carroll,25,913,0,1
388,12/27/2020 15:00:00,Cecil,24,275,0,1
389,12/27/2020 15:00:00,Charles,140,334,0,0
390,12/27/2020 15:00:00,Dorchester,2,208,0,0
391,12/27/2020 15:00:00,Frederick,159,1172,0,5
392,12/27/2020 15:00:00,Garrett,1,50,0,0
393,12/27/2020 15:00:00,Harford,55,1512,0,2
394,12/27/2020 15:00:00,Howard,88,2180,0,4
395,12/27/2020 15:00:00,Montgomery,177,3558,1,10
396,12/27/2020 15:00:00,Prince George's,102,1886,0,2
397,12/27/2020 15:00:00,Queen Anne's,2,225,0,0
398,12/27/2020 15:00:00,Somerset,80,169,0,0
399,12/27/2020 15:00:00,St. Mary's,9,250,0,0
400,12/27/2020 15:00:00,Talbot,20,168,0,0
401,12/27/2020 15:00:00,Unknown,89,1980,0,3
402,12/27/2020 15:00:00,Washington,109,687,0,0
403,12/27/2020 15:00:00,Wicomico,14,963,0,4
404,12/27/2020 15:00:00,Worcester,51,532,0,0
405,12/28/2020 15:00:00,Allegany,203,401,0,1
406,12/28/2020 15:00:00,Anne Arundel,600,2544,0,4
407,12/28/2020 15:00:00,Baltimore,1596,6604,0,5
408,12/28/2020 15:00:00,Baltimore City,1292,4613,0,0
409,12/28/2020 15:00:00,Calvert,75,375,0,0
410,12/28/2020 15:00:00,Caroline,17,172,0,1
411,12/28/2020 15:00:00,Carroll,331,1244,0,1
412,12/28/2020 15:00:00,Cecil,109,384,0,1
413,12/28/2020 15:00:00,Charles,77,411,0,0
414,12/28/2020 15:00:00,Dorchester,52,260,0,0
415,12/28/2020 15:00:00,Frederick,303,1475,0,5
416,12/28/2020 15:00:00,Garrett,96,146,0,0
417,12/28/2020 15:00:00,Harford,602,2114,0,2
418,12/28/2020 15:00:00,Howard,717,2897,0,4
419,12/28/2020 15:00:00,Kent,12,113,0,0
420,12/28/2020 15:00:00,Montgomery,585,4143,1,11
421,12/28/2020 15:00:00,Prince George's,324,2210,2,4
422,12/28/2020 15:00:00,Queen Anne's,54,279,0,0
423,12/28/2020 15:00:00,Somerset,106,275,0,0
424,12/28/2020 15:00:00,St. Mary's,92,342,0,0
425,12/28/2020 15:00:00,Talbot,108,276,0,0
426,12/28/2020 15:00:00,Unknown,604,2584,0,3
427,12/28/2020 15:00:00,Washington,265,952,0,0
428,12/28/2020 15:00:00,Wicomico,298,1261,1,5
429,12/28/2020 15:00:00,Worcester,64,596,0,0
430,12/29/2020 15:00:00,Allegany,155,556,0,1
431,12/29/2020 15:00:00,Anne Arundel,799,3343,0,4
432,12/29/2020 15:00:00,Baltimore,1992,8596,0,5
433,12/29/2020 15:00:00,Baltimore City,1199,5812,1,1
434,12/29/2020 15:00:00,Calvert,137,512,0,0
435,12/29/2020 15:00:00,Caroline,71,243,0,1
436,12/29/2020 15:00:00,Carroll,303,1547,0,1
437,12/29/2020 15:00:00,Cecil,121,505,0,1
438,12/29/2020 15:00:00,Charles,85,496,0,0
439,12/29/2020 15:00:00,Dorchester,51,311,0,0
440,12/29/2020 15:00:00,Frederick,491,1966,0,5
441,12/29/2020 15:00:00,Garrett,53,199,0,0
442,12/29/2020 15:00:00,Harford,525,2639,1,3
443,12/29/2020 15:00:00,Howard,614,3511,0,4
444,12/29/2020 15:00:00,Kent,60,173,0,0
445,12/29/2020 15:00:00,Montgomery,990,5133,0,11
446,12/29/2020 15:00:00,Prince George's,476,2686,1,5
447,12/29/2020 15:00:00,Queen Anne's,93,372,0,0
448,12/29/2020 15:00:00,Somerset,35,310,0,0
449,12/29/2020 15:00:00,St. Mary's,365,707,0,0
450,12/29/2020 15:00:00,Talbot,60,336,0,0
451,12/29/2020 15:00:00,Unknown,680,3264,0,3
452,12/29/2020 15:00:00,Washington,205,1157,0,0
453,12/29/2020 15:00:00,Wicomico,484,1745,0,5
454,12/29/2020 15:00:00,Worcester,254,850,0,0
455,12/30/2020 15:00:00,Allegany,221,777,0,1
456,12/30/2020 15:00:00,Anne Arundel,851,4194,1,5
457,12/30/2020 15:00:00,Baltimore,1749,10345,0,5
458,12/30/2020 15:00:00,Baltimore City,1064,6876,0,1
459,12/30/2020 15:00:00,Calvert,548,1060,0,0
460,12/30/2020 15:00:00,Caroline,400,643,1,2
461,12/30/2020 15:00:00,Carroll,471,2018,0,1
462,12/30/2020 15:00:00,Cecil,191,696,0,1
463,12/30/2020 15:00:00,Charles,133,629,0,0
464,12/30/2020 15:00:00,Dorchester,135,446,0,0
465,12/30/2020 15:00:00,Frederick,462,2428,1,6
466,12/30/2020 15:00:00,Garrett,139,338,0,0
467,12/30/2020 15:00:00,Harford,608,3247,0,3
468,12/30/2020 15:00:00,Howard,732,4243,1,5
469,12/30/2020 15:00:00,Kent,73,246,0,0
470,12/30/2020 15:00:00,Montgomery,1759,6892,1,12
471,12/30/2020 15:00:00,Prince George's,425,3111,0,5
472,12/30/2020 15:00:00,Queen Anne's,104,476,0,0
473,12/30/2020 15:00:00,Somerset,40,350,0,0
474,12/30/2020 15:00:00,St. Mary's,373,1080,0,0
475,12/30/2020 15:00:00,Talbot,150,486,0,0
476,12/30/2020 15:00:00,Unknown,843,4107,0,3
477,12/30/2020 15:00:00,Washington,287,1444,0,0
478,12/30/2020 15:00:00,Wicomico,299,2044,1,6
479,12/30/2020 15:00:00,Worcester,90,940,0,0
480,12/31/2020 15:00:00,Allegany,2,779,0,1
481,12/31/2020 15:00:00,Anne Arundel,540,4734,0,5
482,12/31/2020 15:00:00,Baltimore,1036,11381,0,5
483,12/31/2020 15:00:00,Baltimore City,681,7557,0,1
484,12/31/2020 15:00:00,Calvert,364,1424,0,0
485,12/31/2020 15:00:00,Caroline,57,700,0,2
