OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedTotalDoses,CombinedTotalDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
1559,4/13/2021 15:00:00,age40to49,7856,313734,5238,173263,78,30946,13172,517943,5316,204209
1560,4/13/2021 15:00:00,age50to59,9969,387589,6635,206482,93,42110,16697,636181,6728,248592
1561,4/13/2021 15:00:00,age60to69,4127,460922,9447,287996,33,39206,13607,788124,9480,327202
1562,4/13/2021 15:00:00,age70to79,1132,330897,4248,275237,4,17260,5384,623394,4252,292497
1563,4/13/2021 15:00:00,age80plus,411,168582,1372,145739,2,5833,1785,320154,1374,151572
1564,4/13/2021 15:00:00,Federal Entities,84295,84295,54201,54201,2952,2952,141448,141448,57153,57153
1565,4/13/2021 15:00:00,Unknown,84295,92295,54201,62201,2952,2952,141448,157448,57153,65153
1566,4/14/2021 15:00:00,age10to19,4354,53374,884,12735,7,4089,5245,70198,891,16824
1567,4/14/2021 15:00:00,age20to29,7261,227247,3771,114127,32,21383,11064,362757,3803,135510
1568,4/14/2021 15:00:00,age30to39,7550,308338,4908,170847,31,28163,12489,507348,4939,199010
1569,4/14/2021 15:00:00,age40to49,7440,321174,5440,178703,28,30974,12908,530851,5468,209677
1570,4/14/2021 15:00:00,age50to59,8415,396004,7071,213553,55,42165,15541,651722,7126,255718
1571,4/14/2021 15:00:00,age60to69,3716,464638,9837,297833,33,39239,13586,801710,9870,337072
1572,4/14/2021 15:00:00,age70to79,1091,331988,4519,279756,15,17275,5625,629019,4534,297031
1573,4/14/2021 15:00:00,age80plus,406,168988,1323,147062,5,5838,1734,321888,1328,152900
1574,4/14/2021 15:00:00,Federal Entities,557,84852,11,54212,1,2953,569,142017,12,57165
1575,4/14/2021 15:00:00,Unknown,557,92852,11,62212,1,2953,569,158017,12,65165
1576,4/15/2021 15:00:00,age10to19,3523,56897,858,13593,6,4095,4387,74585,864,17688
1577,4/15/2021 15:00:00,age20to29,7679,234926,3872,117999,27,21410,11578,374335,3899,139409
1578,4/15/2021 15:00:00,age30to39,8029,316367,4932,175779,19,28182,12980,520328,4951,203961
1579,4/15/2021 15:00:00,age40to49,7758,328932,5393,184096,35,31009,13186,544037,5428,215105
1580,4/15/2021 15:00:00,age50to59,8840,404844,7442,220995,32,42197,16314,668036,7474,263192
1581,4/15/2021 15:00:00,age60to69,3886,468524,10348,308181,20,39259,14254,815964,10368,347440
1582,4/15/2021 15:00:00,age70to79,1086,333074,4193,283949,9,17284,5288,634307,4202,301233
1583,4/15/2021 15:00:00,age80plus,395,169383,1236,148298,1,5839,1632,323520,1237,154137
1584,4/15/2021 15:00:00,Federal Entities,623,85475,823,55035,19,2972,1465,143482,842,58007
1585,4/15/2021 15:00:00,Unknown,623,93475,823,63035,19,2972,1465,159482,842,66007
1586,4/16/2021 15:00:00,age10to19,3475,60372,899,14492,,4095,,78959,,18587
1587,4/16/2021 15:00:00,age20to29,6543,241469,3938,121937,2,21412,10483,384818,3940,143349
1588,4/16/2021 15:00:00,age30to39,6979,323346,4988,180767,2,28184,11969,532297,4990,208951
1589,4/16/2021 15:00:00,age40to49,6829,335761,5366,189462,3,31012,12198,556235,5369,220474
1590,4/16/2021 15:00:00,age50to59,7784,412628,7276,228271,3,42200,15063,683099,7279,270471
1591,4/16/2021 15:00:00,age60to69,3471,471995,9936,318117,3,39262,13410,829374,9939,357379
1592,4/16/2021 15:00:00,age70to79,1095,334169,3908,287857,,17284,,639310,,305141
1593,4/16/2021 15:00:00,age80plus,391,169774,1334,149632,1,5840,1726,325246,1335,155472
1594,4/16/2021 15:00:00,Federal Entities,782,86257,1016,56051,8,2980,1806,145288,1024,59031
1595,4/16/2021 15:00:00,Unknown,782,94257,1016,64051,8,2980,1806,161288,1024,67031
1596,4/17/2021 15:00:00,age10to19,4088,64460,619,15111,,4095,,83666,,19206
1597,4/17/2021 15:00:00,age20to29,6015,247484,2396,124333,,21412,,393229,,145745
1598,4/17/2021 15:00:00,age30to39,6174,329520,2765,183532,1,28185,8940,541237,2766,211717
1599,4/17/2021 15:00:00,age40to49,5901,341662,3024,192486,2,31014,8927,565162,3026,223500
1600,4/17/2021 15:00:00,age50to59,6420,419048,3947,232218,1,42201,10368,693467,3948,274419
1601,4/17/2021 15:00:00,age60to69,2395,474390,5795,323912,1,39263,8191,837565,5796,363175
1602,4/17/2021 15:00:00,age70to79,599,334768,1814,289671,,17284,,641723,,306955
1603,4/17/2021 15:00:00,age80plus,246,170020,340,149972,,5840,,325832,,155812
1604,4/17/2021 15:00:00,Federal Entities,1136,87393,1177,57228,6,2986,2319,147607,1183,60214
1605,4/17/2021 15:00:00,Unknown,1136,95393,1177,65228,6,2986,2319,163607,1183,68214
1606,4/18/2021 15:00:00,age10to19,3165,67625,547,15658,1,4096,3713,87379,548,19754
1607,4/18/2021 15:00:00,age20to29,3565,251049,1843,126176,,21412,,398637,,147588
1608,4/18/2021 15:00:00,age30to39,3710,333230,2335,185867,,28185,,547282,,214052
1609,4/18/2021 15:00:00,age40to49,3712,345374,2358,194844,2,31016,6072,571234,2360,225860
1610,4/18/2021 15:00:00,age50to59,3977,423025,3149,235367,1,42202,7127,700594,3150,277569
1611,4/18/2021 15:00:00,age60to69,1339,475729,5060,328972,,39263,,843964,,368235
1612,4/18/2021 15:00:00,age70to79,395,335163,655,290326,,17284,,642773,,307610
1613,4/18/2021 15:00:00,age80plus,139,170159,175,150147,,5840,,326146,,155987
1614,4/19/2021 15:00:00,age10to19,2525,70150,967,16625,,4096,,90871,,20721
1615,4/19/2021 15:00:00,age20to29,5053,256102,3646,129822,6,21418,8705,407342,3652,151240
1616,4/19/2021 15:00:00,age30to39,5699,338929,4993,190860,8,28193,10700,557982,5001,219053
1617,4/19/2021 15:00:00,age40to49,5448,350822,5346,200190,11,31027,10805,582039,5357,231217
1618,4/19/2021 15:00:00,age50to59,6180,429205,7647,243014,5,42207,13832,714426,7652,285221
1619,4/19/2021 15:00:00,age60to69,2597,478326,9176,338148,14,39277,11787,855751,9190,377425
1620,4/19/2021 15:00:00,age70to79,770,335933,2007,292333,8,17292,2785,645558,2015,309625
1621,4/19/2021 15:00:00,age80plus,313,170472,692,150839,,5840,,327151,,156679
1622,4/19/2021 15:00:00,Federal Entities,1369,88762,2003,59231,9,2995,3381,150988,2012,62226
1623,4/19/2021 15:00:00,Unknown,1369,96762,2003,67231,9,2995,3381,166988,2012,70226
1624,4/20/2021 15:00:00,age10to19,2848,72998,1256,17881,,4096,,94975,,21977
1625,4/20/2021 15:00:00,age20to29,5250,261352,4395,134217,1,21419,9646,416988,4396,155636
1626,4/20/2021 15:00:00,age30to39,5470,344399,5767,196627,2,28195,11239,569221,5769,224822
1627,4/20/2021 15:00:00,age40to49,5704,356526,6126,206316,3,31030,11833,593872,6129,237346
1628,4/20/2021 15:00:00,age50to59,6268,435473,8371,251385,2,42209,14641,729067,8373,293594
1629,4/20/2021 15:00:00,age60to69,3033,481359,12428,350576,23,39300,15484,871235,12451,389876
1630,4/20/2021 15:00:00,age70to79,943,336876,2722,295055,2,17294,3667,649225,2724,312349
1631,4/20/2021 15:00:00,age80plus,328,170800,786,151625,2,5842,1116,328267,788,157467
1632,4/20/2021 15:00:00,Federal Entities,3243,92005,2158,61389,19,3014,5420,156408,2177,64403
1633,4/20/2021 15:00:00,Unknown,3243,100005,2158,69389,19,3014,5420,172408,2177,72403
1634,4/21/2021 15:00:00,age10to19,4850,77848,1606,19487,,4096,,101431,,23583
1635,4/21/2021 15:00:00,age20to29,6690,268042,5077,139294,3,21422,11770,428758,5080,160716
1636,4/21/2021 15:00:00,age30to39,7755,352154,6605,203232,2,28197,14362,583583,6607,231429
1637,4/21/2021 15:00:00,age40to49,7415,363941,7239,213555,3,31033,14657,608529,7242,244588
1638,4/21/2021 15:00:00,age50to59,7489,442962,9186,260571,3,42212,16678,745745,9189,302783
1639,4/21/2021 15:00:00,age60to69,3266,484625,12422,362998,3,39303,15691,886926,12425,402301
1640,4/21/2021 15:00:00,age70to79,1006,337882,2634,297689,1,17295,3641,652866,2635,314984
1641,4/21/2021 15:00:00,age80plus,411,171211,808,152433,,5842,,329486,,158275
1642,4/21/2021 15:00:00,Federal Entities,906,92911,1206,62595,4,3018,2116,158524,1210,65613
1643,4/21/2021 15:00:00,Unknown,906,100911,1206,70595,4,3018,2116,174524,1210,73613
1644,4/22/2021 15:00:00,age10to19,3267,81115,1231,20718,1,4097,4499,105930,1232,24815
1645,4/22/2021 15:00:00,age20to29,6258,274300,4977,144271,5,21427,11240,439998,4982,165698
1646,4/22/2021 15:00:00,age30to39,6761,358915,6115,209347,3,28200,12879,596462,6118,237547
1647,4/22/2021 15:00:00,age40to49,6813,370754,6331,219886,4,31037,13148,621677,6335,250923
1648,4/22/2021 15:00:00,age50to59,7456,450418,8231,268802,2,42214,15689,761434,8233,311016
1649,4/22/2021 15:00:00,age60to69,3415,488040,11211,374209,,39303,,901552,,413512
1650,4/22/2021 15:00:00,age70to79,1012,338894,2352,300041,,17295,,656230,,317336
1651,4/22/2021 15:00:00,age80plus,418,171629,845,153278,1,5843,1264,330750,846,159121
1652,4/22/2021 15:00:00,Federal Entities,1018,93929,458,63053,,3018,,160000,,66071
1653,4/22/2021 15:00:00,Unknown,1018,101929,458,71053,,3018,,176000,,74071
1654,4/23/2021 15:00:00,age10to19,3391,84506,1433,22151,,4097,,110754,,26248
1655,4/23/2021 15:00:00,age20to29,5554,279854,4577,148848,1,21428,10132,450130,4578,170276
1656,4/23/2021 15:00:00,age30to39,6090,365005,5818,215165,4,28204,11912,608374,5822,243369
1657,4/23/2021 15:00:00,age40to49,6288,377042,6272,226158,5,31042,12565,634242,6277,257200
1658,4/23/2021 15:00:00,age50to59,6597,457015,7912,276714,1,42215,14510,775944,7913,318929
1659,4/23/2021 15:00:00,age60to69,3118,491158,10174,384383,,39303,,914844,,423686
1660,4/23/2021 15:00:00,age70to79,964,339858,2320,302361,,17295,,659514,,319656
1661,4/23/2021 15:00:00,age80plus,358,171987,722,154000,,5843,,331830,,159843
1662,4/23/2021 15:00:00,Federal Entities,759,94688,632,63685,1,3019,1392,161392,633,66704
1663,4/23/2021 15:00:00,Unknown,759,102688,632,71685,1,3019,1392,177392,633,74704
1664,4/24/2021 15:00:00,age10to19,3514,88020,1379,23530,,4097,,115647,,27627
1665,4/24/2021 15:00:00,age20to29,4785,284639,4234,153082,13,21441,9032,459162,4247,174523
1666,4/24/2021 15:00:00,age30to39,4999,370004,4791,219956,18,28222,9808,618182,4809,248178
1667,4/24/2021 15:00:00,age40to49,4921,381963,4685,230843,17,31059,9623,643865,4702,261902
1668,4/24/2021 15:00:00,age50to59,5036,462051,6415,283129,17,42232,11468,787412,6432,325361
1669,4/24/2021 15:00:00,age60to69,2271,493429,5593,389976,11,39314,7875,922719,5604,429290
1670,4/24/2021 15:00:00,age70to79,583,340441,1107,303468,3,17298,1693,661207,1110,320766
1671,4/24/2021 15:00:00,age80plus,243,172230,315,154315,,5843,,332388,,160158
1672,4/25/2021 15:00:00,age10to19,2837,90857,424,23954,,4097,,118908,,28051
1673,4/25/2021 15:00:00,age20to29,3448,288087,1178,154260,2,21443,4628,463790,1180,175703
1674,4/25/2021 15:00:00,age30to39,3719,373723,1482,221438,5,28227,5206,623388,1487,249665
1675,4/25/2021 15:00:00,age40to49,3524,385487,1596,232439,4,31063,5124,648989,1600,263502
1676,4/25/2021 15:00:00,age50to59,3540,465591,1806,284935,5,42237,5351,792763,1811,327172
1677,4/25/2021 15:00:00,age60to69,1568,494997,1553,391529,3,39317,3124,925843,1556,430846
1678,4/25/2021 15:00:00,age70to79,416,340857,238,303706,5,17303,659,661866,243,321009
1679,4/25/2021 15:00:00,age80plus,141,172371,87,154402,1,5844,229,332617,88,160246
1680,4/25/2021 15:00:00,Federal Entities,992,95680,2492,66177,5,3024,3489,164881,2497,69201
1681,4/25/2021 15:00:00,Unknown,992,103680,2492,74177,5,3024,3489,180881,2497,77201
1682,4/26/2021 15:00:00,age10to19,2736,93593,1403,25357,5,4102,4144,123052,1408,29459
1683,4/26/2021 15:00:00,age20to29,5049,293136,3875,158135,30,21473,8954,472744,3905,179608
1684,4/26/2021 15:00:00,age30to39,4787,378510,4946,226384,27,28254,9760,633148,4973,254638
1685,4/26/2021 15:00:00,age40to49,4688,390175,5416,237855,33,31096,10137,659126,5449,268951
1686,4/26/2021 15:00:00,age50to59,4988,470579,7580,292515,55,42292,12623,805386,7635,334807
1687,4/26/2021 15:00:00,age60to69,2553,497550,6060,397589,34,39351,8647,934490,6094,436940
1688,4/26/2021 15:00:00,age70to79,834,341691,1225,304931,13,17316,2072,663938,1238,322247
1689,4/26/2021 15:00:00,age80plus,287,172658,486,154888,5,5849,778,333395,491,160737
1690,4/26/2021 15:00:00,Federal Entities,1483,97163,1672,67849,1,3025,3156,168037,1673,70874
1691,4/26/2021 15:00:00,Unknown,1483,105163,1672,75849,1,3025,3156,184037,1673,78874
1692,4/27/2021 15:00:00,age10to19,2829,96422,1808,27165,14,4116,4651,127703,1822,31281
1693,4/27/2021 15:00:00,age20to29,4979,298115,4604,162739,169,21642,9752,482496,4773,184381
1694,4/27/2021 15:00:00,age30to39,4857,383367,5601,231985,185,28439,10643,643791,5786,260424
1695,4/27/2021 15:00:00,age40to49,4641,394816,5973,243828,215,31311,10829,669955,6188,275139
1696,4/27/2021 15:00:00,age50to59,5218,475797,7868,300383,249,42541,13335,818721,8117,342924
1697,4/27/2021 15:00:00,age60to69,2765,500315,5254,402843,162,39513,8181,942671,5416,442356
1698,4/27/2021 15:00:00,age70to79,990,342681,1307,306238,79,17395,2376,666314,1386,323633
1699,4/27/2021 15:00:00,age80plus,420,173078,509,155397,23,5872,952,334347,532,161269
1700,4/28/2021 15:00:00,age10to19,4475,100897,2233,29398,42,4158,6750,134453,2275,33556
1701,4/28/2021 15:00:00,age20to29,5041,303156,5328,168067,217,21859,10586,493082,5545,189926
1702,4/28/2021 15:00:00,age30to39,5165,388532,6741,238726,208,28647,12114,655905,6949,267373
1703,4/28/2021 15:00:00,age40to49,4932,399748,7228,251056,239,31550,12399,682354,7467,282606
1704,4/28/2021 15:00:00,age50to59,5262,481059,9116,309499,353,42894,14731,833452,9469,352393
1705,4/28/2021 15:00:00,age60to69,2690,503005,6511,409354,188,39701,9389,952060,6699,449055
1706,4/28/2021 15:00:00,age70to79,986,343667,1649,307887,86,17481,2721,669035,1735,325368
1707,4/28/2021 15:00:00,age80plus,428,173506,606,156003,26,5898,1060,335407,632,161901
1708,4/29/2021 15:00:00,age10to19,2803,103700,2245,31643,51,4209,5099,139552,2296,35852
1709,4/29/2021 15:00:00,age20to29,4679,307835,5373,173440,196,22055,10248,503330,5569,195495
1710,4/29/2021 15:00:00,age30to39,5065,393597,6841,245567,221,28868,12127,668032,7062,274435
1711,4/29/2021 15:00:00,age40to49,4964,404712,7166,258222,270,31820,12400,694754,7436,290042
1712,4/29/2021 15:00:00,age50to59,5295,486354,8856,318355,339,43233,14490,847942,9195,361588
1713,4/29/2021 15:00:00,age60to69,3045,506050,5852,415206,243,39944,9140,961200,6095,455150
1714,4/29/2021 15:00:00,age70to79,919,344586,1490,309377,105,17586,2514,671549,1595,326963
1715,4/29/2021 15:00:00,age80plus,393,173899,559,156562,35,5933,987,336394,594,162495
1716,4/29/2021 15:00:00,Federal Entities,223,97386,865,68714,2,3027,1090,169127,867,71741
1717,4/29/2021 15:00:00,Unknown,223,105386,865,76714,2,3027,1090,185127,867,79741
1718,4/30/2021 15:00:00,age10to19,2955,106655,2015,33658,55,4264,5025,144577,2070,37922
1719,4/30/2021 15:00:00,age20to29,5175,313010,5023,178463,220,22275,10418,513748,5243,200738
1720,4/30/2021 15:00:00,age30to39,5442,399039,5724,251291,293,29161,11459,679491,6017,280452
1721,4/30/2021 15:00:00,age40to49,5171,409883,5883,264105,273,32093,11327,706081,6156,296198
1722,4/30/2021 15:00:00,age50to59,5381,491735,7357,325712,383,43616,13121,861063,7740,369328
1723,4/30/2021 15:00:00,age60to69,2710,508760,4346,419552,249,40193,7305,968505,4595,459745
1724,4/30/2021 15:00:00,age70to79,939,345525,1144,310521,123,17709,2206,673755,1267,328230
1725,4/30/2021 15:00:00,age80plus,361,174260,449,157011,38,5971,848,337242,487,162982
1726,5/1/2021 15:00:00,age10to19,2416,109071,2201,35859,40,4304,4657,149234,2241,40163
1727,5/1/2021 15:00:00,age20to29,3325,316335,3907,182370,160,22435,7392,521140,4067,204805
1728,5/1/2021 15:00:00,age30to39,3600,402639,4707,255998,164,29325,8471,687962,4871,285323
1729,5/1/2021 15:00:00,age40to49,3501,413384,4553,268658,174,32267,8228,714309,4727,300925
1730,5/1/2021 15:00:00,age50to59,3325,495060,5736,331448,244,43860,9305,870368,5980,375308
1731,5/1/2021 15:00:00,age60to69,1748,510508,2606,422158,154,40347,4508,973013,2760,462505
1732,5/1/2021 15:00:00,age70to79,509,346034,540,311061,42,17751,1091,674846,582,328812
1733,5/1/2021 15:00:00,age80plus,184,174444,236,157247,12,5983,432,337674,248,163230
1734,5/1/2021 15:00:00,Federal Entities,1556,98942,1974,70688,14,3041,3544,172671,1988,73729
1735,5/1/2021 15:00:00,Unknown,1556,106942,1974,78688,14,3041,3544,188671,1988,81729
1736,5/2/2021 15:00:00,age10to19,1238,110309,1530,37389,29,4333,2797,152031,1559,41722
1737,5/2/2021 15:00:00,age20to29,1723,318058,2596,184966,126,22561,4445,525585,2722,207527
1738,5/2/2021 15:00:00,age30to39,1799,404438,3078,259076,166,29491,5043,693005,3244,288567
1739,5/2/2021 15:00:00,age40to49,1730,415114,2948,271606,155,32422,4833,719142,3103,304028
1740,5/2/2021 15:00:00,age50to59,1614,496674,3243,334691,181,44041,5038,875406,3424,378732
1741,5/2/2021 15:00:00,age60to69,774,511282,1344,423502,109,40456,2227,975240,1453,463958
1742,5/2/2021 15:00:00,age70to79,209,346243,280,311341,37,17788,526,675372,317,329129
1743,5/2/2021 15:00:00,age80plus,81,174525,72,157319,11,5994,164,337838,83,163313
1744,5/2/2021 15:00:00,Federal Entities,1071,100013,1875,72563,4,3045,2950,175621,1879,75608
1745,5/2/2021 15:00:00,Unknown,1071,108013,1875,80563,4,3045,2950,191621,1879,83608
1746,5/3/2021 15:00:00,age10to19,1434,111743,2053,39442,66,4399,3553,155584,2119,43841
1747,5/3/2021 15:00:00,age20to29,2248,320306,4577,189543,266,22827,7091,532676,4843,212370
1748,5/3/2021 15:00:00,age30to39,2457,406895,5444,264520,336,29827,8237,701242,5780,294347
1749,5/3/2021 15:00:00,age40to49,2122,417236,5085,276691,364,32786,7571,726713,5449,309477
1750,5/3/2021 15:00:00,age50to59,2327,499001,6015,340706,466,44507,8808,884214,6481,385213
1751,5/3/2021 15:00:00,age60to69,1348,512630,3156,426658,259,40715,4763,980003,3415,467373
1752,5/3/2021 15:00:00,age70to79,461,346704,831,312172,106,17894,1398,676770,937,330066
1753,5/3/2021 15:00:00,age80plus,225,174750,320,157639,42,6036,587,338425,362,163675
1754,5/3/2021 15:00:00,Federal Entities,403,100416,2165,74728,4,3049,2572,178193,2169,77777
1755,5/3/2021 15:00:00,Unknown,403,108416,2165,82728,4,3049,2572,194193,2169,85777
1756,5/4/2021 15:00:00,age10to19,1797,113540,3394,42836,48,4447,5239,160823,3442,47283
1757,5/4/2021 15:00:00,age20to29,2406,322712,6384,195927,255,23082,9045,541721,6639,219009
1758,5/4/2021 15:00:00,age30to39,2557,409452,7384,271904,267,30094,10208,711450,7651,301998
1759,5/4/2021 15:00:00,age40to49,2345,419581,7248,283939,273,33059,9866,736579,7521,316998
1760,5/4/2021 15:00:00,age50to59,2617,501618,9091,349797,404,44911,12112,896326,9495,394708
1761,5/4/2021 15:00:00,age60to69,1640,514270,4323,430981,306,41021,6269,986272,4629,472002
1762,5/4/2021 15:00:00,age70to79,560,347264,1141,313313,133,18027,1834,678604,1274,331340
1763,5/4/2021 15:00:00,age80plus,231,174981,421,158060,41,6077,693,339118,462,164137
1764,5/4/2021 15:00:00,Federal Entities,28,100444,25,74753,,3049,,178246,,77802
1765,5/4/2021 15:00:00,Unknown,28,108444,25,82753,,3049,,194246,,85802
1766,5/5/2021 15:00:00,age10to19,3019,116559,3898,46734,68,4515,6985,167808,3966,51249
1767,5/5/2021 15:00:00,age20to29,3196,325908,5956,201883,268,23350,9420,551141,6224,225233
1768,5/5/2021 15:00:00,age30to39,3348,412800,6617,278521,323,30417,10288,721738,6940,308938
1769,5/5/2021 15:00:00,age40to49,3125,422706,6728,290667,325,33384,10178,746757,7053,324051
1770,5/5/2021 15:00:00,age50to59,3476,505094,8135,357932,437,45348,12048,908374,8572,403280
1771,5/5/2021 15:00:00,age60to69,1794,516064,3986,434967,323,41344,6103,992375,4309,476311
1772,5/5/2021 15:00:00,age70to79,694,347958,1131,314444,117,18144,1942,680546,1248,332588
1773,5/5/2021 15:00:00,age80plus,268,175249,400,158460,51,6128,719,339837,451,164588
1774,5/5/2021 15:00:00,Federal Entities,365,100809,814,75567,,3049,,179425,,78616
1775,5/5/2021 15:00:00,Unknown,365,108809,814,83567,,3049,,195425,,86616
1776,5/6/2021 15:00:00,age10to19,1736,118295,3121,49855,48,4563,4905,172713,3169,54418
1777,5/6/2021 15:00:00,age20to29,3128,329036,6616,208499,257,23607,10001,561142,6873,232106
1778,5/6/2021 15:00:00,age30to39,3035,415835,7076,285597,268,30685,10379,732117,7344,316282
1779,5/6/2021 15:00:00,age40to49,2905,425611,7560,298227,273,33657,10738,757495,7833,331884
1780,5/6/2021 15:00:00,age50to59,3092,508186,8913,366845,444,45792,12449,920823,9357,412637
1781,5/6/2021 15:00:00,age60to69,1801,517865,4580,439547,269,41613,6650,999025,4849,481160
1782,5/6/2021 15:00:00,age70to79,704,348662,1263,315707,106,18250,2073,682619,1369,333957
1783,5/6/2021 15:00:00,age80plus,300,175549,469,158929,41,6169,810,340647,510,165098
1784,5/6/2021 15:00:00,Federal Entities,275,101084,880,76447,3,3052,1158,180583,883,79499
1785,5/6/2021 15:00:00,Unknown,275,109084,880,84447,3,3052,1158,196583,883,87499
1786,5/7/2021 15:00:00,age10to19,1859,120154,3447,53302,69,4632,5375,178088,3516,57934
1787,5/7/2021 15:00:00,age20to29,3272,332308,6137,214636,288,23895,9697,570839,6425,238531
1788,5/7/2021 15:00:00,age30to39,3544,419379,6506,292103,289,30974,10339,742456,6795,323077
1789,5/7/2021 15:00:00,age40to49,3099,428710,6749,304976,338,33995,10186,767681,7087,338971
1790,5/7/2021 15:00:00,age50to59,2990,511176,7291,374136,422,46214,10703,931526,7713,420350
1791,5/7/2021 15:00:00,age60to69,1602,519467,3563,443110,329,41942,5494,1004519,3892,485052
1792,5/7/2021 15:00:00,age70to79,528,349190,939,316646,136,18386,1603,684222,1075,335032
1793,5/7/2021 15:00:00,age80plus,223,175772,341,159270,67,6236,631,341278,408,165506
1794,5/7/2021 15:00:00,Federal Entities,274,101358,966,77413,8,3060,1248,181831,974,80473
1795,5/7/2021 15:00:00,Unknown,274,109358,966,85413,8,3060,1248,197831,974,88473
1796,5/8/2021 15:00:00,age10to19,1396,121550,3859,57161,52,4684,5307,183395,3911,61845
1797,5/8/2021 15:00:00,age20to29,2134,334442,5142,219778,192,24087,7468,578307,5334,243865
1798,5/8/2021 15:00:00,age30to39,2054,421433,5479,297582,241,31215,7774,750230,5720,328797
1799,5/8/2021 15:00:00,age40to49,1823,430533,5446,310422,241,34236,7510,775191,5687,344658
1800,5/8/2021 15:00:00,age50to59,1750,512926,6344,380480,296,46510,8390,939916,6640,426990
1801,5/8/2021 15:00:00,age60to69,922,520389,2677,445787,177,42119,3776,1008295,2854,487906
1802,5/8/2021 15:00:00,age70to79,285,349475,590,317236,62,18448,937,685159,652,335684
1803,5/8/2021 15:00:00,age80plus,113,175885,244,159514,22,6258,379,341657,266,165772
1804,5/8/2021 15:00:00,Federal Entities,297,101655,1312,78725,6,3066,1615,183446,1318,81791
1805,5/8/2021 15:00:00,Unknown,297,109655,1312,86725,6,3066,1615,199446,1318,89791
1806,5/9/2021 15:00:00,age10to19,758,122308,1803,58964,26,4710,2587,185982,1829,63674
1807,5/9/2021 15:00:00,age20to29,1110,335552,2159,221937,129,24216,3398,581705,2288,246153
1808,5/9/2021 15:00:00,age30to39,989,422422,2165,299747,128,31343,3282,753512,2293,331090
1809,5/9/2021 15:00:00,age40to49,898,431431,2147,312569,110,34346,3155,778346,2257,346915
1810,5/9/2021 15:00:00,age50to59,766,513692,2391,382871,153,46663,3310,943226,2544,429534
1811,5/9/2021 15:00:00,age60to69,375,520764,906,446693,91,42210,1372,1009667,997,488903
1812,5/9/2021 15:00:00,age70to79,111,349586,201,317437,38,18486,350,685509,239,335923
1813,5/9/2021 15:00:00,age80plus,43,175928,78,159592,20,6278,141,341798,98,165870
1814,5/10/2021 15:00:00,age10to19,1024,123332,2823,61787,52,4762,3899,189881,2875,66549
1815,5/10/2021 15:00:00,age20to29,1769,337321,5229,227166,216,24432,7214,588919,5445,251598
1816,5/10/2021 15:00:00,age30to39,1538,423960,5513,305260,230,31573,7281,760793,5743,336833
1817,5/10/2021 15:00:00,age40to49,1371,432802,5531,318100,223,34569,7125,785471,5754,352669
1818,5/10/2021 15:00:00,age50to59,1541,515233,6433,389304,325,46988,8299,951525,6758,436292
1819,5/10/2021 15:00:00,age60to69,890,521654,2677,449370,205,42415,3772,1013439,2882,491785
1820,5/10/2021 15:00:00,age70to79,311,349897,840,318277,65,18551,1216,686725,905,336828
1821,5/10/2021 15:00:00,age80plus,150,176078,316,159908,39,6317,505,342303,355,166225
1822,5/10/2021 15:00:00,Federal Entities,338,101993,1712,80437,1,3067,2051,185497,1713,83504
1823,5/10/2021 15:00:00,Unknown,338,109993,1712,88437,1,3067,2051,201497,1713,91504
1824,5/11/2021 15:00:00,age10to19,1609,124941,2913,64700,68,4830,4590,194471,2981,69530
1825,5/11/2021 15:00:00,age20to29,2662,339983,5313,232479,224,24656,8199,597118,5537,257135
1826,5/11/2021 15:00:00,age30to39,2235,426195,5647,310907,246,31819,8128,768921,5893,342726
1827,5/11/2021 15:00:00,age40to49,1865,434667,5720,323820,207,34776,7792,793263,5927,358596
1828,5/11/2021 15:00:00,age50to59,1982,517215,6675,395979,338,47326,8995,960520,7013,443305
1829,5/11/2021 15:00:00,age60to69,1186,522840,2834,452204,226,42641,4246,1017685,3060,494845
1830,5/11/2021 15:00:00,age70to79,428,350325,805,319082,94,18645,1327,688052,899,337727
1831,5/11/2021 15:00:00,age80plus,177,176255,294,160202,40,6357,511,342814,334,166559
1832,5/11/2021 15:00:00,Federal Entities,18,102011,13,80450,,3067,,185528,,83517
1833,5/11/2021 15:00:00,Unknown,18,110011,13,88450,,3067,,201528,,91517
1834,5/12/2021 15:00:00,age10to19,2754,127695,4613,69313,90,4920,7457,201928,4703,74233
1835,5/12/2021 15:00:00,age20to29,2486,342469,6141,238620,353,25009,8980,606098,6494,263629
1836,5/12/2021 15:00:00,age30to39,2341,428536,7213,318120,338,32157,9892,778813,7551,350277
1837,5/12/2021 15:00:00,age40to49,2106,436773,7064,330884,311,35087,9481,802744,7375,365971
1838,5/12/2021 15:00:00,age50to59,2135,519350,7523,403502,399,47725,10057,970577,7922,451227
1839,5/12/2021 15:00:00,age60to69,1164,524004,3379,455583,255,42896,4798,1022483,3634,498479
1840,5/12/2021 15:00:00,age70to79,457,350782,1018,320100,113,18758,1588,689640,1131,338858
1841,5/12/2021 15:00:00,age80plus,232,176487,415,160617,50,6407,697,343511,465,167024
