OBJECTID,VACCINATION_DATE,AgeRange,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
909,3/24/2021 15:00:00,age30to39,5655,195900,2064,99514
910,3/24/2021 15:00:00,age40to49,6062,205333,2208,101591
911,3/24/2021 15:00:00,age70to79,3120,301603,4878,161773
912,3/24/2021 15:00:00,age80plus,918,157251,1958,106537
913,3/24/2021 15:00:00,age60to69,12265,346705,4704,137666
914,3/24/2021 15:00:00,age20to29,4222,132823,1268,63072
915,3/24/2021 15:00:00,age10to19,1011,15078,115,3795
916,3/24/2021 15:00:00,age50to59,7613,246943,2651,112286
917,3/25/2021 15:00:00,age50to59,8772,255715,2353,114639
918,3/25/2021 15:00:00,age80plus,999,158250,2130,108667
919,3/25/2021 15:00:00,age20to29,5015,137838,1214,64286
920,3/25/2021 15:00:00,age10to19,1083,16161,100,3895
921,3/25/2021 15:00:00,age30to39,6286,202186,1876,101390
922,3/25/2021 15:00:00,age70to79,2740,304343,5004,166777
923,3/25/2021 15:00:00,age40to49,6726,212059,1886,103477
924,3/25/2021 15:00:00,age60to69,11734,358439,4841,142507
925,3/26/2021 15:00:00,age60to69,10732,369171,6168,148675
926,3/26/2021 15:00:00,age70to79,2530,306873,6273,173050
927,3/26/2021 15:00:00,age40to49,5722,217781,2273,105750
928,3/26/2021 15:00:00,age30to39,5379,207565,2231,103621
929,3/26/2021 15:00:00,age50to59,7608,263323,3031,117670
930,3/26/2021 15:00:00,age80plus,866,159116,2710,111377
931,3/26/2021 15:00:00,age10to19,934,17095,114,4009
932,3/26/2021 15:00:00,age20to29,4168,142006,1573,65859
933,3/27/2021 15:00:00,age80plus,525,159641,1505,112882
934,3/27/2021 15:00:00,age20to29,3477,145483,1071,66930
935,3/27/2021 15:00:00,age30to39,3864,211429,1443,105064
936,3/27/2021 15:00:00,age50to59,5235,268558,1873,119543
937,3/27/2021 15:00:00,age10to19,840,17935,138,4147
938,3/27/2021 15:00:00,age70to79,1945,308818,4134,177184
939,3/27/2021 15:00:00,age40to49,4097,221878,1490,107240
940,3/27/2021 15:00:00,age60to69,8012,377183,4115,152790
941,3/28/2021 15:00:00,age70to79,556,309374,2799,179983
942,3/28/2021 15:00:00,age40to49,2142,224020,860,108100
943,3/28/2021 15:00:00,age60to69,5516,382699,2608,155398
944,3/28/2021 15:00:00,age50to59,2700,271258,1089,120632
945,3/28/2021 15:00:00,age10to19,508,18443,70,4217
946,3/28/2021 15:00:00,age30to39,2221,213650,812,105876
947,3/28/2021 15:00:00,age80plus,168,159809,553,113435
948,3/28/2021 15:00:00,age20to29,1921,147404,541,67471
949,3/29/2021 15:00:00,age80plus,350,160159,1145,114580
950,3/29/2021 15:00:00,age50to59,3564,274822,1819,122451
951,3/29/2021 15:00:00,age10to19,429,18872,113,4330
952,3/29/2021 15:00:00,age30to39,2341,215991,1246,107122
953,3/29/2021 15:00:00,age20to29,1700,149104,864,68335
954,3/29/2021 15:00:00,age60to69,4942,387641,3382,158780
955,3/29/2021 15:00:00,age70to79,958,310332,3006,182989
956,3/29/2021 15:00:00,age40to49,2509,226529,1414,109514
