VACCINATION_DATE,AgeRange,FirstDailyDose,PercentFirstDailyDose,SecondDailyDose,PercentSecondDailyDose,SingleDailyDose,PercentSingleDailyDose,CombinedAllDoses,PercentCombinedAllDoses,FullyVaccinated,PercentFullyVaccinated,AtLeastOneVaccine,PercentAtLeastOneVaccine
2021-04-27,65 and Older,2278.0,0.237,2943.0,0.307,148.0,0.015,5369.0,0.56,3091.0,0.322,2426.0,0.253
2021-04-28,12-17,2694.0,0.596,1189.0,0.263,,,,,,,2694.0,0.596
2021-04-28,18-49,16540.0,0.655,19712.0,0.781,705.0,0.028,36957.0,1.465,20417.0,0.809,17245.0,0.683
2021-04-28,50-64,6892.0,0.561,13436.0,1.094,465.0,0.038,20793.0,1.693,13901.0,1.132,7357.0,0.599
2021-04-28,65 and Older,2239.0,0.233,3868.0,0.403,186.0,0.019,6293.0,0.656,4054.0,0.423,2425.0,0.253
2021-04-29,12-17,1589.0,0.352,1041.0,0.23,,,,,,,1589.0,0.352
2021-04-29,18-49,15593.0,0.618,19937.0,0.79,739.0,0.029,36269.0,1.437,20676.0,0.819,16332.0,0.647
2021-04-29,50-64,7264.0,0.591,12843.0,1.046,485.0,0.039,20592.0,1.677,13328.0,1.085,7749.0,0.631
2021-04-29,65 and Older,2145.0,0.224,3287.0,0.343,226.0,0.024,5658.0,0.59,3513.0,0.366,2371.0,0.247
2021-04-29,Unknown,223.0,,865.0,,2.0,,1090.0,,867.0,,225.0,
2021-04-30,12-17,1627.0,0.36,952.0,0.211,,,,,,,1627.0,0.36
2021-04-30,18-49,16620.0,0.659,17148.0,0.68,816.0,0.032,34584.0,1.371,17964.0,0.712,17436.0,0.691
2021-04-30,50-64,7068.0,0.575,10170.0,0.828,540.0,0.044,17778.0,1.447,10710.0,0.872,7608.0,0.619
2021-04-30,65 and Older,2068.0,0.216,2624.0,0.274,242.0,0.025,4934.0,0.514,2866.0,0.299,2310.0,0.241
2021-05-01,12-17,1480.0,0.328,1257.0,0.278,,,,,,,1480.0,0.328
2021-05-01,18-49,11032.0,0.437,12983.0,0.515,513.0,0.02,24528.0,0.972,13496.0,0.535,11545.0,0.458
2021-05-01,50-64,4409.0,0.359,7234.0,0.589,329.0,0.027,11972.0,0.975,7563.0,0.616,4738.0,0.386
2021-05-01,65 and Older,1184.0,0.123,1279.0,0.133,112.0,0.012,2575.0,0.268,1391.0,0.145,1296.0,0.135
2021-05-01,Unknown,1556.0,,1974.0,,14.0,,3544.0,,1988.0,,1570.0,
2021-05-02,12-17,711.0,0.157,926.0,0.205,1.0,0.0,1638.0,0.362,927.0,0.205,712.0,0.158
2021-05-02,18-49,5746.0,0.228,9141.0,0.362,458.0,0.018,15345.0,0.608,9599.0,0.38,6204.0,0.246
2021-05-02,50-64,2110.0,0.172,4227.0,0.344,249.0,0.02,6586.0,0.536,4476.0,0.364,2359.0,0.192
2021-05-02,65 and Older,556.0,0.058,675.0,0.07,83.0,0.009,1314.0,0.137,758.0,0.079,639.0,0.067
2021-05-02,Unknown,1071.0,,1875.0,,4.0,,2950.0,,1879.0,,1075.0,
2021-05-03,12-17,748.0,0.166,1086.0,0.24,,,,,,,748.0,0.166
2021-05-03,18-49,7388.0,0.293,15712.0,0.623,1027.0,0.041,24127.0,0.956,16739.0,0.663,8415.0,0.333
2021-05-03,50-64,3134.0,0.255,8069.0,0.657,623.0,0.051,11826.0,0.963,8692.0,0.708,3757.0,0.306
2021-05-03,65 and Older,1099.0,0.115,1914.0,0.2,242.0,0.025,3255.0,0.339,2156.0,0.225,1341.0,0.14
2021-05-03,Unknown,403.0,,2165.0,,4.0,,2572.0,,2169.0,,407.0,
2021-05-04,12-17,990.0,0.219,1653.0,0.366,,,,,,,990.0,0.219
2021-05-04,18-49,7822.0,0.31,21908.0,0.868,841.0,0.033,30571.0,1.212,22749.0,0.902,8663.0,0.343
2021-05-04,50-64,3588.0,0.292,11772.0,0.958,586.0,0.048,15946.0,1.298,12358.0,1.006,4174.0,0.34
2021-05-04,65 and Older,1322.0,0.138,2587.0,0.27,290.0,0.03,4199.0,0.438,2877.0,0.3,1612.0,0.168
2021-05-04,Unknown,28.0,,25.0,,,,,,,,28.0,
2021-05-05,12-17,1902.0,0.421,2354.0,0.521,,,,,,,1902.0,0.421
2021-05-05,18-49,10436.0,0.414,20047.0,0.794,979.0,0.039,31462.0,1.247,21026.0,0.833,11415.0,0.452
2021-05-05,50-64,4579.0,0.373,10535.0,0.858,630.0,0.051,15744.0,1.282,11165.0,0.909,5209.0,0.424
2021-05-05,65 and Older,1467.0,0.153,2575.0,0.268,281.0,0.029,4323.0,0.451,2856.0,0.298,1748.0,0.182
2021-05-05,Unknown,365.0,,814.0,,,,,,,,365.0,
2021-05-06,12-17,858.0,0.19,1414.0,0.313,,,,,,,858.0,0.19
2021-05-06,18-49,9840.0,0.39,22097.0,0.876,840.0,0.033,32777.0,1.299,22937.0,0.909,10680.0,0.423
2021-05-06,50-64,4237.0,0.345,11733.0,0.955,605.0,0.049,16575.0,1.35,12338.0,1.005,4842.0,0.394
2021-05-06,65 and Older,1624.0,0.169,2818.0,0.294,242.0,0.025,4684.0,0.488,3060.0,0.319,1866.0,0.194
2021-05-06,Unknown,275.0,,880.0,,3.0,,1158.0,,883.0,,278.0,
2021-05-07,12-17,906.0,0.2,1947.0,0.431,,,,,,,906.0,0.2
2021-05-07,18-49,10715.0,0.425,20088.0,0.796,971.0,0.038,31774.0,1.259,21059.0,0.835,11686.0,0.463
2021-05-07,50-64,3979.0,0.324,9478.0,0.772,605.0,0.049,14062.0,1.145,10083.0,0.821,4584.0,0.373
2021-05-07,65 and Older,1298.0,0.135,2186.0,0.228,332.0,0.035,3816.0,0.398,2518.0,0.262,1630.0,0.17
2021-05-07,Unknown,274.0,,966.0,,8.0,,1248.0,,974.0,,282.0,
2021-05-08,12-17,834.0,0.185,2428.0,0.537,,,,,,,834.0,0.185
2021-05-08,18-49,6413.0,0.254,16960.0,0.672,722.0,0.029,24095.0,0.955,17682.0,0.701,7135.0,0.283
2021-05-08,50-64,2296.0,0.187,8103.0,0.66,426.0,0.035,10825.0,0.881,8529.0,0.694,2722.0,0.222
2021-05-08,65 and Older,645.0,0.067,1471.0,0.153,132.0,0.014,2248.0,0.234,1603.0,0.167,777.0,0.081
2021-05-08,Unknown,297.0,,1312.0,,6.0,,1615.0,,1318.0,,303.0,
2021-05-09,12-17,489.0,0.108,1129.0,0.25,,,,,,,489.0,0.108
2021-05-09,18-49,3337.0,0.132,6880.0,0.273,389.0,0.015,10606.0,0.42,7269.0,0.288,3726.0,0.148
2021-05-09,50-64,1045.0,0.085,2968.0,0.242,215.0,0.018,4228.0,0.344,3183.0,0.259,1260.0,0.103
2021-05-09,65 and Older,290.0,0.03,490.0,0.051,85.0,0.009,865.0,0.09,575.0,0.06,375.0,0.039
2021-05-10,12-17,473.0,0.105,1491.0,0.33,,,,,,,473.0,0.105
2021-05-10,18-49,5162.0,0.205,17149.0,0.68,710.0,0.028,23021.0,0.912,17859.0,0.708,5872.0,0.233
2021-05-10,50-64,2108.0,0.172,8144.0,0.663,455.0,0.037,10707.0,0.872,8599.0,0.7,2563.0,0.209
2021-05-10,65 and Older,741.0,0.077,1831.0,0.191,176.0,0.018,2748.0,0.286,2007.0,0.209,917.0,0.096
2021-05-10,Unknown,338.0,,1712.0,,1.0,,2051.0,,1713.0,,339.0,
2021-05-11,12-17,776.0,0.172,1465.0,0.324,,,,,,,776.0,0.172
2021-05-11,18-49,7293.0,0.289,17173.0,0.681,742.0,0.029,25208.0,0.999,17915.0,0.71,8035.0,0.318
2021-05-11,50-64,2641.0,0.215,8256.0,0.672,464.0,0.038,11361.0,0.925,8720.0,0.71,3105.0,0.253
2021-05-11,65 and Older,1004.0,0.105,1844.0,0.192,209.0,0.022,3057.0,0.319,2053.0,0.214,1213.0,0.126
2021-05-11,Unknown,18.0,,13.0,,,,,,,,18.0,
2021-05-12,12-17,1917.0,0.424,2720.0,0.602,1.0,0.0,4638.0,1.026,2721.0,0.602,1918.0,0.424
2021-05-12,18-49,7942.0,0.315,21427.0,0.849,1078.0,0.043,30447.0,1.207,22505.0,0.892,9020.0,0.357
2021-05-12,50-64,2969.0,0.242,9568.0,0.779,547.0,0.045,13084.0,1.065,10115.0,0.824,3516.0,0.286
2021-05-12,65 and Older,1074.0,0.112,2385.0,0.249,242.0,0.025,3701.0,0.386,2627.0,0.274,1316.0,0.137
2021-05-12,Unknown,243.0,,1124.0,,,,,,,,243.0,
2021-05-13,12-17,10652.0,2.357,1772.0,0.392,,,,,,,10652.0,2.357
2021-05-13,18-49,7109.0,0.282,19656.0,0.779,685.0,0.027,27450.0,1.088,20341.0,0.806,7794.0,0.309
2021-05-13,50-64,2707.0,0.22,8891.0,0.724,427.0,0.035,12025.0,0.979,9318.0,0.759,3134.0,0.255
2021-05-13,65 and Older,1017.0,0.106,2177.0,0.227,223.0,0.023,3417.0,0.356,2400.0,0.25,1240.0,0.129
2021-05-14,12-17,10125.0,2.241,1524.0,0.337,,,,,,,10125.0,2.241
2021-05-14,18-49,9035.0,0.358,16554.0,0.656,944.0,0.037,26533.0,1.051,17498.0,0.693,9979.0,0.395
2021-05-14,50-64,3333.0,0.271,7611.0,0.62,549.0,0.045,11493.0,0.936,8160.0,0.664,3882.0,0.316
2021-05-14,65 and Older,1088.0,0.113,1991.0,0.208,259.0,0.027,3338.0,0.348,2250.0,0.235,1347.0,0.14
2021-05-14,Unknown,290.0,,1022.0,,2.0,,1314.0,,1024.0,,292.0,
2021-05-15,12-17,11603.0,2.568,1810.0,0.401,,,,,,,11603.0,2.568
2021-05-15,18-49,6500.0,0.258,13783.0,0.546,909.0,0.036,21192.0,0.84,14692.0,0.582,7409.0,0.294
2021-05-15,50-64,2218.0,0.181,5885.0,0.479,405.0,0.033,8508.0,0.693,6290.0,0.512,2623.0,0.214
2021-05-15,65 and Older,653.0,0.068,1321.0,0.138,146.0,0.015,2120.0,0.221,1467.0,0.153,799.0,0.083
2021-05-15,Unknown,611.0,,1701.0,,4.0,,2316.0,,1705.0,,615.0,
2021-05-16,12-17,4057.0,0.898,1597.0,0.353,,,,,,,4057.0,0.898
2021-05-16,18-49,3275.0,0.13,10503.0,0.416,688.0,0.027,14466.0,0.573,11191.0,0.443,3963.0,0.157
2021-05-16,50-64,1044.0,0.085,4107.0,0.334,310.0,0.025,5461.0,0.445,4417.0,0.36,1354.0,0.11
2021-05-16,65 and Older,303.0,0.032,934.0,0.097,95.0,0.01,1332.0,0.139,1029.0,0.107,398.0,0.041
2021-05-17,12-17,6881.0,1.523,1454.0,0.322,,,,,,,6881.0,1.523
2021-05-17,18-49,6169.0,0.244,15226.0,0.603,1072.0,0.042,22467.0,0.89,16298.0,0.646,7241.0,0.287
2021-05-17,50-64,2345.0,0.191,6615.0,0.539,536.0,0.044,9496.0,0.773,7151.0,0.582,2881.0,0.235
2021-05-17,65 and Older,840.0,0.088,1741.0,0.181,228.0,0.024,2809.0,0.293,1969.0,0.205,1068.0,0.111
2021-05-17,Unknown,565.0,,2505.0,,11.0,,3081.0,,2516.0,,576.0,
2021-05-18,12-17,8381.0,1.855,1593.0,0.353,,,,,,,8381.0,1.855
2021-05-18,18-49,8233.0,0.326,17888.0,0.709,1117.0,0.044,27238.0,1.079,19005.0,0.753,9350.0,0.371
2021-05-18,50-64,2902.0,0.236,7723.0,0.629,551.0,0.045,11176.0,0.91,8274.0,0.674,3453.0,0.281
2021-05-18,65 and Older,1078.0,0.112,2341.0,0.244,232.0,0.024,3651.0,0.381,2573.0,0.268,1310.0,0.137
2021-05-18,Unknown,164.0,,61.0,,2.0,,227.0,,63.0,,166.0,
2021-05-19,12-17,13037.0,2.885,2290.0,0.507,,,,,,,13037.0,2.885
2021-05-19,18-49,8900.0,0.353,17071.0,0.677,840.0,0.033,26811.0,1.063,17911.0,0.71,9740.0,0.386
2021-05-19,50-64,2858.0,0.233,7622.0,0.621,452.0,0.037,10932.0,0.89,8074.0,0.657,3310.0,0.269
2021-05-19,65 and Older,1022.0,0.107,2162.0,0.225,171.0,0.018,3355.0,0.35,2333.0,0.243,1193.0,0.124
2021-05-20,12-17,5697.0,1.261,1161.0,0.257,,,,,,,5697.0,1.261
2021-05-20,18-49,7412.0,0.294,16176.0,0.641,1007.0,0.04,24595.0,0.975,17183.0,0.681,8419.0,0.334
2021-05-20,50-64,2572.0,0.209,7680.0,0.625,492.0,0.04,10744.0,0.875,8172.0,0.665,3064.0,0.249
2021-05-20,65 and Older,1025.0,0.107,2138.0,0.223,237.0,0.025,3400.0,0.354,2375.0,0.248,1262.0,0.132
2021-05-20,Unknown,885.0,,1024.0,,,,,,,,885.0,
2021-05-21,12-17,5494.0,1.216,1492.0,0.33,,,,,,,5494.0,1.216
2021-05-21,18-49,7227.0,0.286,15139.0,0.6,775.0,0.031,23141.0,0.917,15914.0,0.631,8002.0,0.317
2021-05-21,50-64,2672.0,0.218,6960.0,0.567,425.0,0.035,10057.0,0.819,7385.0,0.601,3097.0,0.252
2021-05-21,65 and Older,916.0,0.095,1932.0,0.201,195.0,0.02,3043.0,0.317,2127.0,0.222,1111.0,0.116
2021-05-22,12-17,5639.0,1.248,988.0,0.219,,,,,,,5639.0,1.248
2021-05-22,18-49,5590.0,0.222,9196.0,0.364,695.0,0.028,15481.0,0.614,9891.0,0.392,6285.0,0.249
2021-05-22,50-64,1764.0,0.144,3992.0,0.325,281.0,0.023,6037.0,0.492,4273.0,0.348,2045.0,0.167
2021-05-22,65 and Older,490.0,0.051,1030.0,0.107,98.0,0.01,1618.0,0.169,1128.0,0.118,588.0,0.061
2021-05-22,Unknown,911.0,,1359.0,,9.0,,2279.0,,1368.0,,920.0,
2021-05-23,12-17,2605.0,0.576,539.0,0.119,,,,,,,2605.0,0.576
2021-05-23,18-49,2997.0,0.119,5035.0,0.2,522.0,0.021,8554.0,0.339,5557.0,0.22,3519.0,0.139
2021-05-23,50-64,800.0,0.065,2202.0,0.179,219.0,0.018,3221.0,0.262,2421.0,0.197,1019.0,0.083
2021-05-23,65 and Older,208.0,0.022,499.0,0.052,61.0,0.006,768.0,0.08,560.0,0.058,269.0,0.028
2021-05-24,12-17,3812.0,0.844,751.0,0.166,,,,,,,3812.0,0.844
2021-05-24,18-49,5967.0,0.236,9543.0,0.378,856.0,0.034,16366.0,0.649,10399.0,0.412,6823.0,0.27
2021-05-24,50-64,2053.0,0.167,4351.0,0.354,397.0,0.032,6801.0,0.554,4748.0,0.387,2450.0,0.199
2021-05-24,65 and Older,743.0,0.077,1315.0,0.137,161.0,0.017,2219.0,0.231,1476.0,0.154,904.0,0.094
2021-05-24,Unknown,514.0,,1032.0,,8.0,,1554.0,,1040.0,,522.0,
2021-05-25,12-17,2993.0,0.662,1031.0,0.228,1.0,0.0,4025.0,0.891,1032.0,0.228,2994.0,0.663
2021-05-25,18-49,6013.0,0.238,9710.0,0.385,715.0,0.028,16438.0,0.651,10425.0,0.413,6728.0,0.267
2021-05-25,50-64,2063.0,0.168,4589.0,0.374,309.0,0.025,6961.0,0.567,4898.0,0.399,2372.0,0.193
2021-05-25,65 and Older,782.0,0.082,1641.0,0.171,163.0,0.017,2586.0,0.27,1804.0,0.188,945.0,0.098
2021-05-25,Unknown,5.0,,1.0,,2.0,,8.0,,3.0,,7.0,
2021-05-26,12-17,6725.0,1.488,1627.0,0.36,,,,,,,6725.0,1.488
2021-05-26,18-49,5516.0,0.219,9078.0,0.36,767.0,0.03,15361.0,0.609,9845.0,0.39,6283.0,0.249
2021-05-26,50-64,1673.0,0.136,3911.0,0.318,335.0,0.027,5919.0,0.482,4246.0,0.346,2008.0,0.163
2021-05-26,65 and Older,584.0,0.061,1326.0,0.138,133.0,0.014,2043.0,0.213,1459.0,0.152,717.0,0.075
2021-05-27,12-17,2026.0,0.448,891.0,0.197,1.0,0.0,2918.0,0.646,892.0,0.197,2027.0,0.449
2021-05-27,18-49,4303.0,0.171,8259.0,0.327,536.0,0.021,13098.0,0.519,8795.0,0.349,4839.0,0.192
2021-05-27,50-64,1483.0,0.121,3855.0,0.314,281.0,0.023,5619.0,0.457,4136.0,0.337,1764.0,0.144
2021-05-27,65 and Older,614.0,0.064,1256.0,0.131,147.0,0.015,2017.0,0.21,1403.0,0.146,761.0,0.079
2021-05-27,Unknown,425.0,,674.0,,1.0,,1100.0,,675.0,,426.0,
2021-05-28,12-17,2406.0,0.532,719.0,0.159,,,,,,,2406.0,0.532
2021-05-28,18-49,5014.0,0.199,9390.0,0.372,766.0,0.03,15170.0,0.601,10156.0,0.402,5780.0,0.229
2021-05-28,50-64,1653.0,0.135,3862.0,0.314,329.0,0.027,5844.0,0.476,4191.0,0.341,1982.0,0.161
2021-05-28,65 and Older,620.0,0.065,1087.0,0.113,129.0,0.013,1836.0,0.191,1216.0,0.127,749.0,0.078
2021-05-28,Unknown,418.0,,342.0,,,,,,,,418.0,
2021-05-29,12-17,2463.0,0.545,699.0,0.155,,,,,,,2463.0,0.545
2021-05-29,18-49,3728.0,0.148,5975.0,0.237,551.0,0.022,10254.0,0.406,6526.0,0.259,4279.0,0.17
2021-05-29,50-64,1052.0,0.086,2217.0,0.181,243.0,0.02,3512.0,0.286,2460.0,0.2,1295.0,0.105
2021-05-29,65 and Older,274.0,0.029,507.0,0.053,74.0,0.008,855.0,0.089,581.0,0.061,348.0,0.036
2021-05-29,Unknown,267.0,,344.0,,10.0,,621.0,,354.0,,277.0,
2021-05-30,12-17,1336.0,0.296,439.0,0.097,,,,,,,1336.0,0.296
2021-05-30,18-49,2570.0,0.102,4013.0,0.159,372.0,0.015,6955.0,0.276,4385.0,0.174,2942.0,0.117
2021-05-30,50-64,614.0,0.05,1343.0,0.109,133.0,0.011,2090.0,0.17,1476.0,0.12,747.0,0.061
2021-05-30,65 and Older,189.0,0.02,337.0,0.035,32.0,0.003,558.0,0.058,369.0,0.038,221.0,0.023
2021-05-31,12-17,74.0,0.016,55.0,0.012,,,,,,,74.0,0.016
2021-05-31,18-49,220.0,0.009,680.0,0.027,109.0,0.004,1009.0,0.04,789.0,0.031,329.0,0.013
2021-05-31,50-64,79.0,0.006,247.0,0.02,41.0,0.003,367.0,0.03,288.0,0.023,120.0,0.01
2021-05-31,65 and Older,25.0,0.003,82.0,0.009,17.0,0.002,124.0,0.013,99.0,0.01,42.0,0.004
2021-05-31,Unknown,214.0,,243.0,,3.0,,460.0,,246.0,,217.0,
