VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
2020-12-14 15:00:00,50-64,2.0,2,,0,,0,,0,,0
2020-12-15 15:00:00,50-64,20.0,22,1.0,1,,0,,0,,0
2020-12-16 15:00:00,50-64,122.0,144,,1,,0,,0,,0
2020-12-17 15:00:00,50-64,311.0,455,,1,,0,,0,,0
2020-12-18 15:00:00,50-64,915.0,1370,4.0,5,,0,,0,,0
2020-12-19 15:00:00,50-64,278.0,1648,2.0,7,,0,,0,,0
2020-12-20 15:00:00,50-64,86.0,1734,1.0,8,,0,,0,,0
2020-12-21 15:00:00,50-64,1092.0,2826,4.0,12,,0,,0,,0
2020-12-22 15:00:00,50-64,1817.0,4643,4.0,16,,0,,0,,0
2020-12-23 15:00:00,50-64,1803.0,6446,7.0,23,,0,,0,,0
2020-12-24 15:00:00,50-64,882.0,7328,3.0,26,,0,,0,,0
2020-12-25 15:00:00,50-64,339.0,7667,2.0,28,,0,,0,,0
2020-12-26 15:00:00,50-64,616.0,8283,2.0,30,,0,,0,,0
2020-12-27 15:00:00,50-64,527.0,8810,2.0,32,,0,,0,,0
2020-12-28 15:00:00,50-64,2762.0,11572,6.0,38,,0,,0,,0
2020-12-29 15:00:00,50-64,3523.0,15095,10.0,48,,0,,0,,0
2020-12-30 15:00:00,50-64,3983.0,19078,22.0,70,,0,,0,,0
2020-12-31 15:00:00,50-64,2336.0,21414,7.0,77,,0,,0,,0
2021-01-01 15:00:00,50-64,603.0,22017,24.0,101,,0,,0,,0
2021-01-02 15:00:00,50-64,741.0,22758,7.0,108,,0,,0,,0
2021-01-03 15:00:00,50-64,989.0,23747,15.0,123,,0,,0,,0
2021-01-04 15:00:00,50-64,4164.0,27911,82.0,205,,0,,0,,0
2021-01-05 15:00:00,50-64,3815.0,31726,143.0,348,,0,,0,,0
2021-01-06 15:00:00,50-64,4872.0,36598,218.0,566,,0,,0,,0
2021-01-07 15:00:00,50-64,4694.0,41292,479.0,1045,,0,,0,,0
2021-01-08 15:00:00,50-64,4902.0,46194,831.0,1876,,0,,0,,0
2021-01-09 15:00:00,50-64,1452.0,47646,275.0,2151,,0,,0,,0
2021-01-10 15:00:00,50-64,848.0,48494,95.0,2246,,0,,0,,0
2021-01-11 15:00:00,50-64,4046.0,52540,991.0,3237,,0,,0,,0
2021-01-12 15:00:00,50-64,4826.0,57366,1672.0,4909,,0,,0,,0
2021-01-13 15:00:00,50-64,5571.0,62937,1167.0,6076,,0,,0,,0
2021-01-14 15:00:00,50-64,5268.0,68205,569.0,6645,,0,,0,,0
2021-01-15 15:00:00,50-64,5349.0,73554,625.0,7270,,0,,0,,0
2021-01-16 15:00:00,50-64,1192.0,74746,451.0,7721,,0,,0,,0
2021-01-17 15:00:00,50-64,547.0,75293,386.0,8107,,0,,0,,0
2021-01-18 15:00:00,50-64,1358.0,76651,1019.0,9126,,0,,0,,0
2021-01-19 15:00:00,50-64,2837.0,79488,1563.0,10689,,0,,0,,0
2021-01-20 15:00:00,50-64,3490.0,82978,1586.0,12275,,0,,0,,0
2021-01-21 15:00:00,50-64,4261.0,87239,1104.0,13379,,0,,0,,0
2021-01-22 15:00:00,50-64,5855.0,93094,1014.0,14393,,0,,0,,0
2021-01-23 15:00:00,50-64,1771.0,94865,543.0,14936,,0,,0,,0
2021-01-24 15:00:00,50-64,557.0,95422,566.0,15502,,0,,0,,0
2021-01-25 15:00:00,50-64,2562.0,97984,2831.0,18333,,0,,0,,0
2021-01-26 15:00:00,50-64,2772.0,100756,2870.0,21203,,0,,0,,0
2021-01-27 15:00:00,50-64,3660.0,104416,3887.0,25090,,0,,0,,0
2021-01-28 15:00:00,50-64,3706.0,108122,2931.0,28021,,0,,0,,0
2021-01-29 15:00:00,50-64,4013.0,112135,2433.0,30454,,0,,0,,0
2021-01-30 15:00:00,50-64,2756.0,114891,690.0,31144,,0,,0,,0
2021-01-31 15:00:00,50-64,891.0,115782,368.0,31512,,0,,0,,0
2021-02-01 15:00:00,50-64,1302.0,117084,1505.0,33017,,0,,0,,0
2020-12-14 15:00:00,18-49,9.0,9,,0,,0,,0,,0
2020-12-15 15:00:00,18-49,18.0,27,1.0,1,,0,,0,,0
2020-12-16 15:00:00,18-49,421.0,448,1.0,2,,0,,0,,0
2020-12-17 15:00:00,18-49,753.0,1201,2.0,4,,0,,0,,0
2020-12-18 15:00:00,18-49,1860.0,3061,6.0,10,,0,,0,,0
2020-12-19 15:00:00,18-49,570.0,3631,3.0,13,,0,,0,,0
2020-12-20 15:00:00,18-49,215.0,3846,2.0,15,,0,,0,,0
2020-12-21 15:00:00,18-49,2522.0,6368,10.0,25,,0,,0,,0
2020-12-22 15:00:00,18-49,3158.0,9526,6.0,31,,0,,0,,0
2020-12-23 15:00:00,18-49,3211.0,12737,13.0,44,,0,,0,,0
2020-12-24 15:00:00,18-49,1591.0,14328,5.0,49,,0,,0,,0
2020-12-25 15:00:00,18-49,292.0,14620,1.0,50,,0,,0,,0
2020-12-26 15:00:00,18-49,712.0,15332,3.0,53,,0,,0,,0
2020-12-27 15:00:00,18-49,750.0,16082,7.0,60,,0,,0,,0
2020-12-28 15:00:00,18-49,4963.0,21045,22.0,82,,0,,0,,0
2020-12-29 15:00:00,18-49,5677.0,26722,15.0,97,,0,,0,,0
2020-12-30 15:00:00,18-49,7100.0,33822,29.0,126,,0,,0,,0
2020-12-31 15:00:00,18-49,4301.0,38123,16.0,142,,0,,0,,0
2021-01-01 15:00:00,18-49,785.0,38908,55.0,197,,0,,0,,0
2021-01-02 15:00:00,18-49,1405.0,40313,22.0,219,,0,,0,,0
2021-01-03 15:00:00,18-49,1587.0,41900,56.0,275,,0,,0,,0
2021-01-04 15:00:00,18-49,6692.0,48592,205.0,480,,0,,0,,0
2021-01-05 15:00:00,18-49,6139.0,54731,317.0,797,,0,,0,,0
2021-01-06 15:00:00,18-49,7514.0,62245,568.0,1365,,0,,0,,0
2021-01-07 15:00:00,18-49,7972.0,70217,1114.0,2479,,0,,0,,0
2021-01-08 15:00:00,18-49,8260.0,78477,1665.0,4144,,0,,0,,0
2021-01-09 15:00:00,18-49,2464.0,80941,593.0,4737,,0,,0,,0
2021-01-10 15:00:00,18-49,1289.0,82230,252.0,4989,,0,,0,,0
2021-01-11 15:00:00,18-49,6530.0,88760,2155.0,7144,,0,,0,,0
2021-01-12 15:00:00,18-49,8094.0,96854,2808.0,9952,,0,,0,,0
2021-01-13 15:00:00,18-49,9407.0,106261,2086.0,12038,,0,,0,,0
2021-01-14 15:00:00,18-49,8773.0,115034,1125.0,13163,,0,,0,,0
2021-01-15 15:00:00,18-49,9416.0,124450,850.0,14013,,0,,0,,0
2021-01-16 15:00:00,18-49,2513.0,126963,657.0,14670,,0,,0,,0
2021-01-17 15:00:00,18-49,860.0,127823,659.0,15329,,0,,0,,0
2021-01-18 15:00:00,18-49,2105.0,129928,1358.0,16687,,0,,0,,0
2021-01-19 15:00:00,18-49,4804.0,134732,2767.0,19454,,0,,0,,0
2021-01-20 15:00:00,18-49,5635.0,140367,2900.0,22354,,0,,0,,0
2021-01-21 15:00:00,18-49,7141.0,147508,2041.0,24395,,0,,0,,0
2021-01-22 15:00:00,18-49,9481.0,156989,1631.0,26026,,0,,0,,0
2021-01-23 15:00:00,18-49,3181.0,160170,788.0,26814,,0,,0,,0
2021-01-24 15:00:00,18-49,754.0,160924,672.0,27486,,0,,0,,0
2021-01-25 15:00:00,18-49,4266.0,165190,4165.0,31651,,0,,0,,0
2021-01-26 15:00:00,18-49,4794.0,169984,4282.0,35933,,0,,0,,0
2021-01-27 15:00:00,18-49,5955.0,175939,6449.0,42382,,0,,0,,0
2021-01-28 15:00:00,18-49,5773.0,181712,4768.0,47150,,0,,0,,0
2021-01-29 15:00:00,18-49,5979.0,187691,3923.0,51073,,0,,0,,0
2021-01-30 15:00:00,18-49,4425.0,192116,1339.0,52412,,0,,0,,0
2021-01-31 15:00:00,18-49,1383.0,193499,433.0,52845,,0,,0,,0
2021-02-01 15:00:00,18-49,1634.0,195133,2154.0,54999,,0,,0,,0
2020-12-22 15:00:00,12-17,7.0,7,,0,,0,,0,,0
2020-12-23 15:00:00,12-17,1.0,8,,0,,0,,0,,0
2020-12-25 15:00:00,12-17,9.0,17,,0,,0,,0,,0
2020-12-27 15:00:00,12-17,1.0,18,,0,,0,,0,,0
2020-12-28 15:00:00,12-17,4.0,22,,0,,0,,0,,0
2020-12-29 15:00:00,12-17,1.0,23,,0,,0,,0,,0
2020-12-30 15:00:00,12-17,3.0,26,,0,,0,,0,,0
2020-12-31 15:00:00,12-17,2.0,28,,0,,0,,0,,0
2021-01-01 15:00:00,12-17,5.0,33,,0,,0,,0,,0
2021-01-02 15:00:00,12-17,1.0,34,,0,,0,,0,,0
2021-01-03 15:00:00,12-17,1.0,35,1.0,1,,0,,0,,0
2021-01-04 15:00:00,12-17,5.0,40,,1,,0,,0,,0
2021-01-05 15:00:00,12-17,9.0,49,1.0,2,,0,,0,,0
2021-01-06 15:00:00,12-17,14.0,63,,2,,0,,0,,0
2021-01-07 15:00:00,12-17,9.0,72,,2,,0,,0,,0
2021-01-08 15:00:00,12-17,29.0,101,,2,,0,,0,,0
2021-01-09 15:00:00,12-17,6.0,107,,2,,0,,0,,0
2021-01-10 15:00:00,12-17,4.0,111,,2,,0,,0,,0
2021-01-11 15:00:00,12-17,15.0,126,,2,,0,,0,,0
2021-01-12 15:00:00,12-17,24.0,150,7.0,9,,0,,0,,0
2021-01-13 15:00:00,12-17,16.0,166,1.0,10,,0,,0,,0
2021-01-14 15:00:00,12-17,11.0,177,,10,,0,,0,,0
2021-01-15 15:00:00,12-17,12.0,189,8.0,18,,0,,0,,0
2021-01-16 15:00:00,12-17,1.0,190,,18,,0,,0,,0
2021-01-17 15:00:00,12-17,4.0,194,1.0,19,,0,,0,,0
2021-01-18 15:00:00,12-17,4.0,198,1.0,20,,0,,0,,0
2021-01-19 15:00:00,12-17,10.0,208,,20,,0,,0,,0
2021-01-20 15:00:00,12-17,10.0,218,1.0,21,,0,,0,,0
2021-01-21 15:00:00,12-17,13.0,231,1.0,22,,0,,0,,0
2021-01-22 15:00:00,12-17,13.0,244,4.0,26,,0,,0,,0
2021-01-23 15:00:00,12-17,12.0,256,,26,,0,,0,,0
2021-01-24 15:00:00,12-17,13.0,269,1.0,27,,0,,0,,0
2021-01-25 15:00:00,12-17,10.0,279,5.0,32,,0,,0,,0
2021-01-26 15:00:00,12-17,13.0,292,7.0,39,,0,,0,,0
2021-01-27 15:00:00,12-17,20.0,312,9.0,48,,0,,0,,0
2021-01-28 15:00:00,12-17,16.0,328,8.0,56,,0,,0,,0
2021-01-29 15:00:00,12-17,55.0,383,25.0,81,,0,,0,,0
2021-01-30 15:00:00,12-17,19.0,402,3.0,84,,0,,0,,0
2021-01-31 15:00:00,12-17,10.0,412,3.0,87,,0,,0,,0
2021-02-01 15:00:00,12-17,44.0,456,5.0,92,,0,,0,,0
2021-02-02 15:00:00,12-17,29.0,485,10.0,102,,0,,0,,0
2021-02-03 15:00:00,12-17,25.0,510,12.0,114,,0,,0,,0
2021-02-04 15:00:00,12-17,15.0,525,12.0,126,,0,,0,,0
2021-02-05 15:00:00,12-17,12.0,537,12.0,138,,0,,0,,0
2021-02-06 15:00:00,12-17,12.0,549,5.0,143,,0,,0,,0
2021-02-07 15:00:00,12-17,7.0,556,2.0,145,,0,,0,,0
2021-02-08 15:00:00,12-17,15.0,571,10.0,155,,0,,0,,0
2021-02-09 15:00:00,12-17,13.0,584,10.0,165,,0,,0,,0
2021-02-10 15:00:00,12-17,23.0,607,18.0,183,,0,,0,,0
2021-02-11 15:00:00,12-17,24.0,631,10.0,193,,0,,0,,0
2021-02-12 15:00:00,12-17,9.0,640,11.0,204,,0,,0,,0
2021-02-02 15:00:00,18-49,2916.0,198049,6536.0,61535,,0,,0,,0
2021-02-03 15:00:00,18-49,4659.0,202708,9515.0,71050,,0,,0,,0
2021-02-04 15:00:00,18-49,5113.0,207821,7898.0,78948,,0,,0,,0
2021-02-05 15:00:00,18-49,5173.0,212994,8477.0,87425,,0,,0,,0
2021-02-06 15:00:00,18-49,3398.0,216392,3028.0,90453,,0,,0,,0
2021-02-07 15:00:00,18-49,1449.0,217841,685.0,91138,,0,,0,,0
2021-02-08 15:00:00,18-49,3176.0,221017,5949.0,97087,,0,,0,,0
2021-02-09 15:00:00,18-49,4002.0,225019,5757.0,102844,,0,,0,,0
2021-02-10 15:00:00,18-49,4182.0,229201,9103.0,111947,,0,,0,,0
2021-02-11 15:00:00,18-49,5708.0,234909,7647.0,119594,,0,,0,,0
2021-02-12 15:00:00,18-49,5819.0,240728,8540.0,128134,,0,,0,,0
2021-02-13 15:00:00,18-49,2787.0,243515,2253.0,130387,,0,,0,,0
2021-02-14 15:00:00,18-49,2106.0,245621,676.0,131063,,0,,0,,0
2021-02-15 15:00:00,18-49,2806.0,248427,4263.0,135326,,0,,0,,0
2021-02-16 15:00:00,18-49,4290.0,252717,6047.0,141373,,0,,0,,0
2021-02-17 15:00:00,18-49,6255.0,258972,7896.0,149269,,0,,0,,0
2021-02-18 15:00:00,18-49,986.0,259958,1485.0,150754,,0,,0,,0
2021-02-19 15:00:00,18-49,2728.0,262686,6406.0,157160,,0,,0,,0
2021-02-20 15:00:00,18-49,2805.0,265491,6107.0,163267,,0,,0,,0
2021-02-21 15:00:00,18-49,1379.0,266870,1624.0,164891,,0,,0,,0
2021-02-22 15:00:00,18-49,2037.0,268907,4556.0,169447,,0,,0,,0
2021-02-23 15:00:00,18-49,4127.0,273034,3773.0,173220,,0,,0,,0
2021-02-24 15:00:00,18-49,4871.0,277905,6010.0,179230,,0,,0,,0
2021-02-25 15:00:00,18-49,4933.0,282838,6405.0,185635,,0,,0,,0
2021-02-26 15:00:00,18-49,6614.0,289452,7199.0,192834,,0,,0,,0
2021-02-27 15:00:00,18-49,4610.0,294062,3116.0,195950,,0,,0,,0
2021-02-28 15:00:00,18-49,4264.0,298326,1196.0,197146,,0,,0,,0
2021-03-01 15:00:00,18-49,7197.0,305523,2556.0,199702,,0,,0,,0
2021-03-02 15:00:00,18-49,6243.0,311766,2813.0,202515,4.0,4,9060.0,9060,2817.0,2817
2021-03-03 15:00:00,18-49,8701.0,320467,4657.0,207172,52.0,56,13410.0,22470,4709.0,7526
2021-03-04 15:00:00,18-49,8523.0,328990,4035.0,211207,1316.0,1372,13874.0,36344,5351.0,12877
2021-03-05 15:00:00,18-49,7396.0,336386,5026.0,216233,1184.0,2556,13606.0,49950,6210.0,19087
2021-03-06 15:00:00,18-49,5380.0,341766,2541.0,218774,2170.0,4726,10091.0,60041,4711.0,23798
2021-03-07 15:00:00,18-49,3588.0,345354,1430.0,220204,2630.0,7356,7648.0,67689,4060.0,27858
2021-03-08 15:00:00,18-49,6889.0,352243,2437.0,222641,2680.0,10036,12006.0,79695,5117.0,32975
2021-03-09 15:00:00,18-49,7404.0,359647,3772.0,226413,2718.0,12754,13894.0,93589,6490.0,39465
2021-03-10 15:00:00,18-49,8587.0,368234,4542.0,230955,3084.0,15838,16213.0,109802,7626.0,47091
2021-03-11 15:00:00,18-49,11778.0,380012,3863.0,234818,1141.0,16979,16782.0,126584,5004.0,52095
2021-03-12 15:00:00,18-49,11884.0,391896,5208.0,240026,856.0,17835,17948.0,144532,6064.0,58159
2021-03-13 15:00:00,18-49,8637.0,400533,2727.0,242753,463.0,18298,11827.0,156359,3190.0,61349
2021-03-14 15:00:00,18-49,7510.0,408043,1813.0,244566,383.0,18681,9706.0,166065,2196.0,63545
2021-03-15 15:00:00,18-49,12125.0,420168,2661.0,247227,199.0,18880,14985.0,181050,2860.0,66405
2021-03-16 15:00:00,18-49,12590.0,432758,3264.0,250491,175.0,19055,16029.0,197079,3439.0,69844
2021-03-17 15:00:00,18-49,13551.0,446309,4202.0,254693,491.0,19546,18244.0,215323,4693.0,74537
2021-03-18 15:00:00,18-49,16511.0,462820,3488.0,258181,555.0,20101,20554.0,235877,4043.0,78580
2021-03-19 15:00:00,18-49,14722.0,477542,3647.0,261828,369.0,20470,18738.0,254615,4016.0,82596
2021-03-20 15:00:00,18-49,10885.0,488427,3087.0,264915,280.0,20750,14252.0,268867,3367.0,85963
2021-03-21 15:00:00,18-49,8867.0,497294,2242.0,267157,144.0,20894,11253.0,280120,2386.0,88349
2021-03-22 15:00:00,18-49,13801.0,511095,3111.0,270268,285.0,21179,17197.0,297317,3396.0,91745
2021-02-02 15:00:00,50-64,2129.0,119213,4041.0,37058,,0,,0,,0
2021-02-03 15:00:00,50-64,3195.0,122408,5641.0,42699,,0,,0,,0
2021-02-04 15:00:00,50-64,4062.0,126470,4831.0,47530,,0,,0,,0
2021-02-05 15:00:00,50-64,3581.0,130051,5068.0,52598,,0,,0,,0
2021-02-06 15:00:00,50-64,2110.0,132161,1730.0,54328,,0,,0,,0
2021-02-07 15:00:00,50-64,1058.0,133219,425.0,54753,,0,,0,,0
2021-02-08 15:00:00,50-64,2192.0,135411,3484.0,58237,,0,,0,,0
2021-02-09 15:00:00,50-64,2694.0,138105,3471.0,61708,,0,,0,,0
2021-02-10 15:00:00,50-64,3097.0,141202,5318.0,67026,,0,,0,,0
2021-02-11 15:00:00,50-64,3986.0,145188,4136.0,71162,,0,,0,,0
2021-02-12 15:00:00,50-64,4037.0,149225,4860.0,76022,,0,,0,,0
2021-02-13 15:00:00,50-64,2018.0,151243,1065.0,77087,,0,,0,,0
2021-02-14 15:00:00,50-64,1381.0,152624,443.0,77530,,0,,0,,0
2021-02-15 15:00:00,50-64,1835.0,154459,2234.0,79764,,0,,0,,0
2021-02-16 15:00:00,50-64,3256.0,157715,3785.0,83549,,0,,0,,0
2021-02-17 15:00:00,50-64,4224.0,161939,5044.0,88593,,0,,0,,0
2021-02-18 15:00:00,50-64,694.0,162633,1051.0,89644,,0,,0,,0
2021-02-19 15:00:00,50-64,1875.0,164508,4144.0,93788,,0,,0,,0
2021-02-20 15:00:00,50-64,1940.0,166448,3698.0,97486,,0,,0,,0
2021-02-21 15:00:00,50-64,999.0,167447,1048.0,98534,,0,,0,,0
2021-02-22 15:00:00,50-64,1453.0,168900,2940.0,101474,,0,,0,,0
2021-02-23 15:00:00,50-64,2939.0,171839,2358.0,103832,,0,,0,,0
2021-02-24 15:00:00,50-64,3793.0,175632,3765.0,107597,,0,,0,,0
2021-02-25 15:00:00,50-64,3666.0,179298,4322.0,111919,,0,,0,,0
2021-02-26 15:00:00,50-64,4622.0,183920,4728.0,116647,,0,,0,,0
2021-02-27 15:00:00,50-64,3370.0,187290,1882.0,118529,,0,,0,,0
2021-02-28 15:00:00,50-64,3286.0,190576,826.0,119355,,0,,0,,0
2021-03-01 15:00:00,50-64,5825.0,196401,1760.0,121115,,0,,0,,0
2021-03-02 15:00:00,50-64,4986.0,201387,2071.0,123186,13.0,13,7070.0,7070,2084.0,2084
2021-03-03 15:00:00,50-64,6591.0,207978,3223.0,126409,68.0,81,9882.0,16952,3291.0,5375
2021-03-04 15:00:00,50-64,6527.0,214505,3040.0,129449,1040.0,1121,10607.0,27559,4080.0,9455
2021-03-05 15:00:00,50-64,6249.0,220754,3595.0,133044,993.0,2114,10837.0,38396,4588.0,14043
2021-03-06 15:00:00,50-64,4270.0,225024,1770.0,134814,1639.0,3753,7679.0,46075,3409.0,17452
2021-03-07 15:00:00,50-64,2655.0,227679,838.0,135652,1816.0,5569,5309.0,51384,2654.0,20106
2021-03-08 15:00:00,50-64,5798.0,233477,1611.0,137263,2066.0,7635,9475.0,60859,3677.0,23783
2021-03-09 15:00:00,50-64,6182.0,239659,2772.0,140035,1980.0,9615,10934.0,71793,4752.0,28535
2021-03-10 15:00:00,50-64,7323.0,246982,3011.0,143046,2299.0,11914,12633.0,84426,5310.0,33845
2021-03-11 15:00:00,50-64,9592.0,256574,2841.0,145887,1039.0,12953,13472.0,97898,3880.0,37725
2021-03-12 15:00:00,50-64,9715.0,266289,3308.0,149195,839.0,13792,13862.0,111760,4147.0,41872
2021-03-13 15:00:00,50-64,6582.0,272871,1926.0,151121,634.0,14426,9142.0,120902,2560.0,44432
2021-03-14 15:00:00,50-64,5429.0,278300,1196.0,152317,348.0,14774,6973.0,127875,1544.0,45976
2021-03-15 15:00:00,50-64,9050.0,287350,1922.0,154239,186.0,14960,11158.0,139033,2108.0,48084
2021-03-16 15:00:00,50-64,9848.0,297198,2486.0,156725,231.0,15191,12565.0,151598,2717.0,50801
2021-03-17 15:00:00,50-64,10800.0,307998,3071.0,159796,403.0,15594,14274.0,165872,3474.0,54275
2021-03-18 15:00:00,50-64,12793.0,320791,2357.0,162153,435.0,16029,15585.0,181457,2792.0,57067
2021-03-19 15:00:00,50-64,12185.0,332976,2494.0,164647,380.0,16409,15059.0,196516,2874.0,59941
2021-03-20 15:00:00,50-64,8381.0,341357,2037.0,166684,415.0,16824,10833.0,207349,2452.0,62393
2021-03-21 15:00:00,50-64,6840.0,348197,1507.0,168191,119.0,16943,8466.0,215815,1626.0,64019
2021-03-22 15:00:00,50-64,12042.0,360239,2283.0,170474,318.0,17261,14643.0,230458,2601.0,66620
2021-02-13 15:00:00,12-17,18.0,658,7.0,211,,0,,0,,0
2021-02-14 15:00:00,12-17,19.0,677,3.0,214,,0,,0,,0
2021-02-15 15:00:00,12-17,13.0,690,23.0,237,,0,,0,,0
2021-02-16 15:00:00,12-17,26.0,716,15.0,252,,0,,0,,0
2021-02-17 15:00:00,12-17,5.0,721,19.0,271,,0,,0,,0
2021-02-18 15:00:00,12-17,4.0,725,1.0,272,,0,,0,,0
2021-02-19 15:00:00,12-17,12.0,737,21.0,293,,0,,0,,0
2021-02-20 15:00:00,12-17,25.0,762,38.0,331,,0,,0,,0
2021-02-21 15:00:00,12-17,14.0,776,14.0,345,,0,,0,,0
2021-02-22 15:00:00,12-17,13.0,789,24.0,369,,0,,0,,0
2021-02-23 15:00:00,12-17,35.0,824,45.0,414,,0,,0,,0
2021-02-24 15:00:00,12-17,32.0,856,19.0,433,,0,,0,,0
2021-02-25 15:00:00,12-17,35.0,891,34.0,467,,0,,0,,0
2021-02-26 15:00:00,12-17,29.0,920,15.0,482,,0,,0,,0
2021-02-27 15:00:00,12-17,47.0,967,19.0,501,,0,,0,,0
2021-02-28 15:00:00,12-17,34.0,1001,1.0,502,,0,,0,,0
2021-03-01 15:00:00,12-17,51.0,1052,20.0,522,,0,,0,,0
2021-03-02 15:00:00,12-17,34.0,1086,9.0,531,,0,,0,,0
2021-03-03 15:00:00,12-17,43.0,1129,20.0,551,1.0,1,64.0,64,21.0,21
2021-03-04 15:00:00,12-17,29.0,1158,21.0,572,2.0,3,52.0,116,23.0,44
2021-03-05 15:00:00,12-17,35.0,1193,16.0,588,1.0,4,52.0,168,17.0,61
2021-03-06 15:00:00,12-17,76.0,1269,14.0,602,4.0,8,94.0,262,18.0,79
2021-03-07 15:00:00,12-17,42.0,1311,15.0,617,1.0,9,58.0,320,16.0,95
2021-03-08 15:00:00,12-17,82.0,1393,13.0,630,,9,,320,,95
2021-03-09 15:00:00,12-17,94.0,1487,23.0,653,2.0,11,119.0,439,25.0,120
2021-03-10 15:00:00,12-17,106.0,1593,13.0,666,,11,,439,,120
2021-03-11 15:00:00,12-17,155.0,1748,8.0,674,,11,,439,,120
2021-03-12 15:00:00,12-17,137.0,1885,18.0,692,,11,,439,,120
2021-03-13 15:00:00,12-17,161.0,2046,10.0,702,1.0,12,172.0,611,11.0,131
2021-03-14 15:00:00,12-17,156.0,2202,15.0,717,,12,,611,,131
2021-03-15 15:00:00,12-17,165.0,2367,22.0,739,,12,,611,,131
2021-03-16 15:00:00,12-17,212.0,2579,16.0,755,,12,,611,,131
2021-03-17 15:00:00,12-17,253.0,2832,40.0,795,,12,,611,,131
2021-03-18 15:00:00,12-17,226.0,3058,34.0,829,1.0,13,261.0,872,35.0,166
2021-03-19 15:00:00,12-17,198.0,3256,27.0,856,,13,,872,,166
2021-03-20 15:00:00,12-17,255.0,3511,35.0,891,,13,,872,,166
2021-03-21 15:00:00,12-17,223.0,3734,32.0,923,,13,,872,,166
2021-03-22 15:00:00,12-17,268.0,4002,35.0,958,,13,,872,,166
2021-03-23 15:00:00,12-17,308.0,4310,42.0,1000,,13,,872,,166
2021-03-24 15:00:00,12-17,316.0,4626,40.0,1040,,13,,872,,166
2021-03-25 15:00:00,12-17,347.0,4973,35.0,1075,,13,,872,,166
2021-03-26 15:00:00,12-17,254.0,5227,27.0,1102,1.0,14,282.0,1154,28.0,194
2021-03-27 15:00:00,12-17,250.0,5477,70.0,1172,,14,,1154,,194
2021-03-28 15:00:00,12-17,201.0,5678,30.0,1202,2.0,16,233.0,1387,32.0,226
2021-03-29 15:00:00,12-17,323.0,6001,69.0,1271,1.0,17,393.0,1780,70.0,296
2021-03-30 15:00:00,12-17,515.0,6516,77.0,1348,1.0,18,593.0,2373,78.0,374
2021-03-31 15:00:00,12-17,679.0,7195,86.0,1434,7.0,25,772.0,3145,93.0,467
2021-04-01 15:00:00,12-17,576.0,7771,138.0,1572,1.0,26,715.0,3860,139.0,606
2021-04-02 15:00:00,12-17,725.0,8496,114.0,1686,7.0,33,846.0,4706,121.0,727
2021-03-23 15:00:00,50-64,14716.0,374955,3481.0,173955,667.0,17928,18864.0,249322,4148.0,70768
2021-03-24 15:00:00,50-64,16550.0,391505,4592.0,178547,582.0,18510,21724.0,271046,5174.0,75942
2021-03-25 15:00:00,50-64,17289.0,408794,4273.0,182820,1067.0,19577,22629.0,293675,5340.0,81282
2021-03-26 15:00:00,50-64,15434.0,424228,5333.0,188153,1032.0,20609,21799.0,315474,6365.0,87647
2021-03-27 15:00:00,50-64,11265.0,435493,3330.0,191483,1608.0,22217,16203.0,331677,4938.0,92585
2021-03-28 15:00:00,50-64,7737.0,443230,2477.0,193960,1004.0,23221,11218.0,342895,3481.0,96066
2021-03-29 15:00:00,50-64,13208.0,456438,5992.0,199952,480.0,23701,19680.0,362575,6472.0,102538
2021-03-30 15:00:00,50-64,17412.0,473850,6123.0,206075,782.0,24483,24317.0,386892,6905.0,109443
2021-03-31 15:00:00,50-64,16141.0,489991,7594.0,213669,2446.0,26929,26181.0,413073,10040.0,119483
2021-04-01 15:00:00,50-64,17098.0,507089,9368.0,223037,2371.0,29300,28837.0,441910,11739.0,131222
2021-04-02 15:00:00,50-64,13727.0,520816,7588.0,230625,2417.0,31717,23732.0,465642,10005.0,141227
2021-04-03 15:00:00,50-64,7127.0,527943,4532.0,235157,1727.0,33444,13386.0,479028,6259.0,147486
2021-04-04 15:00:00,50-64,2770.0,530713,2952.0,238109,316.0,33760,6038.0,485066,3268.0,150754
2021-04-05 15:00:00,50-64,9284.0,539997,7832.0,245941,2562.0,36322,19678.0,504744,10394.0,161148
2021-04-06 15:00:00,50-64,13618.0,553615,8782.0,254723,3615.0,39937,26015.0,530759,12397.0,173545
2021-04-07 15:00:00,50-64,12028.0,565643,9651.0,264374,4497.0,44434,26176.0,556935,14148.0,187693
2021-04-08 15:00:00,50-64,14117.0,579760,10299.0,274673,4855.0,49289,29271.0,586206,15154.0,202847
2021-04-09 15:00:00,50-64,10261.0,590021,10306.0,284979,5506.0,54795,26073.0,612279,15812.0,218659
2021-04-10 15:00:00,50-64,7451.0,597472,7822.0,292801,2643.0,57438,17916.0,630195,10465.0,229124
2021-04-11 15:00:00,50-64,4974.0,602446,4729.0,297530,3045.0,60483,12748.0,642943,7774.0,236898
2021-04-12 15:00:00,50-64,6993.0,609439,11067.0,308597,3807.0,64290,21867.0,664810,14874.0,251772
