OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
1024,9/10/2021 15:00:00,12-17,878,314338,1436.000000000000000,271808,,114,,132816,,65609
1025,9/11/2021 15:00:00,12-17,899,315237,1171.000000000000000,272979,1,115,2071,134887,1172,66781
1026,9/12/2021 15:00:00,12-17,524,315761,738.000000000000000,273717,,115,,134887,,66781
1027,9/13/2021 15:00:00,12-17,565,316326,1044.000000000000000,274761,,115,,134887,,66781
1028,9/14/2021 15:00:00,12-17,615,316941,1116.000000000000000,275877,,115,,134887,,66781
1029,9/15/2021 15:00:00,12-17,831,317772,1362.000000000000000,277239,,115,,134887,,66781
1030,9/16/2021 15:00:00,12-17,862,318634,1328.000000000000000,278567,1,116,2191,137078,1329,68110
1031,9/17/2021 15:00:00,12-17,802,319436,1394.000000000000000,279961,,116,,137078,,68110
1032,9/18/2021 15:00:00,12-17,682,320118,1166.000000000000000,281127,,116,,137078,,68110
1033,9/19/2021 15:00:00,12-17,429,320547,670.000000000000000,281797,,116,,137078,,68110
1034,9/20/2021 15:00:00,12-17,491,321038,808.000000000000000,282605,,116,,137078,,68110
1035,9/21/2021 15:00:00,12-17,534,321572,862.000000000000000,283467,2,118,1398,138476,864,68974
1036,9/22/2021 15:00:00,12-17,554,322126,811.000000000000000,284278,,118,,138476,,68974
1037,9/23/2021 15:00:00,12-17,546,322672,844.000000000000000,285122,,118,,138476,,68974
1038,9/24/2021 15:00:00,12-17,762,323434,1095.000000000000000,286217,,118,,138476,,68974
1039,9/25/2021 15:00:00,12-17,530,323964,1008.000000000000000,287225,,118,,138476,,68974
1040,9/26/2021 15:00:00,12-17,328,324292,684.000000000000000,287909,,118,,138476,,68974
1041,9/27/2021 15:00:00,12-17,589,324881,428.000000000000000,288337,,118,,138476,,68974
1042,9/28/2021 15:00:00,12-17,505,325386,789.000000000000000,289126,2,120,1296,139772,791,69765
1043,9/29/2021 15:00:00,12-17,437,325823,599.000000000000000,289725,,120,,139772,,69765
1044,9/30/2021 15:00:00,12-17,492,326315,590.000000000000000,290315,,120,,139772,,69765
1045,10/1/2021 15:00:00,12-17,686,327001,879.000000000000000,291194,,120,,139772,,69765
1046,10/2/2021 15:00:00,12-17,460,327461,704.000000000000000,291898,,120,,139772,,69765
1047,10/3/2021 15:00:00,12-17,306,327767,592.000000000000000,292490,,120,,139772,,69765
1048,10/4/2021 15:00:00,12-17,422,328189,467.000000000000000,292957,,120,,139772,,69765
1049,10/5/2021 15:00:00,12-17,398,328587,509.000000000000000,293466,,120,,139772,,69765
1050,10/6/2021 15:00:00,12-17,374,328961,558.000000000000000,294024,,120,,139772,,69765
1051,10/7/2021 15:00:00,12-17,398,329359,569.000000000000000,294593,1,121,968,140740,570,70335
1052,10/8/2021 15:00:00,12-17,549,329908,786.000000000000000,295379,,121,,140740,,70335
1053,10/9/2021 15:00:00,12-17,395,330303,525.000000000000000,295904,,121,,140740,,70335
1054,10/10/2021 15:00:00,12-17,246,330549,363.000000000000000,296267,,121,,140740,,70335
1055,10/11/2021 15:00:00,12-17,439,330988,503.000000000000000,296770,,121,,140740,,70335
1056,10/12/2021 15:00:00,12-17,304,331292,528.000000000000000,297298,1,122,833,141573,529,70864
1057,10/13/2021 15:00:00,12-17,411,331703,518.000000000000000,297816,,122,,141573,,70864
1058,10/14/2021 15:00:00,12-17,380,332083,484.000000000000000,298300,,122,,141573,,70864
1059,10/15/2021 15:00:00,12-17,548,332631,726.000000000000000,299026,,122,,141573,,70864
1060,10/16/2021 15:00:00,12-17,300,332931,459.000000000000000,299485,,122,,141573,,70864
1061,4/29/2021 15:00:00,Unknown,223,105386,865.000000000000000,76714,2,3027,1090,167651,867,71283
1062,5/1/2021 15:00:00,Unknown,1556,106942,1974.000000000000000,78688,14,3041,3544,171195,1988,73271
1063,5/2/2021 15:00:00,Unknown,1071,108013,1875.000000000000000,80563,4,3045,2950,174145,1879,75150
1064,5/3/2021 15:00:00,Unknown,403,108416,2165.000000000000000,82728,4,3049,2572,176717,2169,77319
1065,5/4/2021 15:00:00,Unknown,28,108444,25.000000000000000,82753,,3049,,176717,,77319
1066,5/5/2021 15:00:00,Unknown,365,108809,814.000000000000000,83567,,3049,,176717,,77319
1067,5/6/2021 15:00:00,Unknown,275,109084,880.000000000000000,84447,3,3052,1158,177875,883,78202
1068,5/7/2021 15:00:00,Unknown,274,109358,966.000000000000000,85413,8,3060,1248,179123,974,79176
1069,5/8/2021 15:00:00,Unknown,297,109655,1312.000000000000000,86725,6,3066,1615,180738,1318,80494
1070,5/10/2021 15:00:00,Unknown,338,109993,1712.000000000000000,88437,1,3067,2051,182789,1713,82207
1071,5/11/2021 15:00:00,Unknown,18,110011,13.000000000000000,88450,,3067,,182789,,82207
1072,5/12/2021 15:00:00,Unknown,243,110254,1124.000000000000000,89574,,3067,,182789,,82207
1073,5/14/2021 15:00:00,Unknown,290,110544,1022.000000000000000,90596,2,3069,1314,184103,1024,83231
1074,5/15/2021 15:00:00,Unknown,611,111155,1701.000000000000000,92297,4,3073,2316,186419,1705,84936
1075,5/17/2021 15:00:00,Unknown,565,111720,2505.000000000000000,94802,11,3084,3081,189500,2516,87452
1076,5/18/2021 15:00:00,Unknown,164,111884,61.000000000000000,94863,2,3086,227,189727,63,87515
1077,5/20/2021 15:00:00,Unknown,885,112769,1024.000000000000000,95887,,3086,,189727,,87515
1078,5/22/2021 15:00:00,Unknown,911,113680,1359.000000000000000,97246,9,3095,2279,192006,1368,88883
1079,5/24/2021 15:00:00,Unknown,514,114194,1032.000000000000000,98278,8,3103,1554,193560,1040,89923
1080,5/25/2021 15:00:00,Unknown,5,114199,1.000000000000000,98279,2,3105,8,193568,3,89926
1081,5/27/2021 15:00:00,Unknown,425,114624,674.000000000000000,98953,1,3106,1100,194668,675,90601
1082,5/28/2021 15:00:00,Unknown,418,115042,342.000000000000000,99295,,3106,,194668,,90601
1083,5/29/2021 15:00:00,Unknown,267,115309,344.000000000000000,99639,10,3116,621,195289,354,90955
1084,5/31/2021 15:00:00,Unknown,214,115523,243.000000000000000,99882,3,3119,460,195749,246,91201
1085,6/1/2021 15:00:00,Unknown,30,115553,48.000000000000000,99930,,3119,,195749,,91201
1086,6/16/2021 15:00:00,Unknown,2042,117595,3555.000000000000000,103485,37,3156,5634,201383,3592,94793
1087,6/17/2021 15:00:00,Unknown,22,117617,95.000000000000000,103580,,3156,,201383,,94793
1088,6/18/2021 15:00:00,Unknown,269,117886,456.000000000000000,104036,4,3160,729,202112,460,95253
1089,6/19/2021 15:00:00,Unknown,166,118052,338.000000000000000,104374,1,3161,505,202617,339,95592
1090,6/20/2021 15:00:00,Unknown,161,118213,284.000000000000000,104658,1,3162,446,203063,285,95877
1091,6/21/2021 15:00:00,Unknown,56,118269,120.000000000000000,104778,1,3163,177,203240,121,95998
1092,6/22/2021 15:00:00,Unknown,13,118282,8.000000000000000,104786,1,3164,22,203262,9,96007
1093,6/23/2021 15:00:00,Unknown,2,118284,2.000000000000000,104788,,3164,,203262,,96007
1094,6/24/2021 15:00:00,Unknown,304,118588,355.000000000000000,105143,5,3169,664,203926,360,96367
1095,6/25/2021 15:00:00,Unknown,124,118712,209.000000000000000,105352,1,3170,334,204260,210,96577
1096,6/27/2021 15:00:00,Unknown,124,118836,173.000000000000000,105525,2,3172,299,204559,175,96752
1097,6/28/2021 15:00:00,Unknown,146,118982,186.000000000000000,105711,4,3176,336,204895,190,96942
1098,6/29/2021 15:00:00,Unknown,2,118984,2.000000000000000,105713,1,3177,5,204900,3,96945
1099,7/1/2021 15:00:00,Unknown,313,119297,340.000000000000000,106053,8,3185,661,205561,348,97293
1100,7/2/2021 15:00:00,Unknown,209,119506,249.000000000000000,106302,6,3191,464,206025,255,97548
1101,7/3/2021 15:00:00,Unknown,97,119603,123.000000000000000,106425,4,3195,224,206249,127,97675
1102,7/4/2021 15:00:00,Unknown,75,119678,98.000000000000000,106523,6,3201,179,206428,104,97779
1103,7/5/2021 15:00:00,Unknown,7,119685,8.000000000000000,106531,,3201,,206428,,97779
1104,7/6/2021 15:00:00,Unknown,18,119703,22.000000000000000,106553,4,3205,44,206472,26,97805
1105,7/8/2021 15:00:00,Unknown,105,119808,155.000000000000000,106708,5,3210,265,206737,160,97965
1106,7/9/2021 15:00:00,Unknown,136,119944,203.000000000000000,106911,9,3219,348,207085,212,98177
1107,7/10/2021 15:00:00,Unknown,130,120074,140.000000000000000,107051,4,3223,274,207359,144,98321
1108,8/11/2021 15:00:00,50-64,1076,901278,704.000000000000000,835340,127,88967,1907,1506953,831,802831
1109,8/12/2021 15:00:00,50-64,1081,902359,830.000000000000000,836170,116,89083,2027,1508980,946,803777
1110,8/13/2021 15:00:00,50-64,1142,903501,975.000000000000000,837145,114,89197,2231,1511211,1089,804866
1111,8/14/2021 15:00:00,50-64,776,904277,590.000000000000000,837735,72,89269,1438,1512649,662,805528
1112,8/15/2021 15:00:00,50-64,469,904746,465.000000000000000,838200,36,89305,970,1513619,501,806029
1113,8/16/2021 15:00:00,50-64,852,905598,838.000000000000000,839038,87,89392,1777,1515396,925,806954
1114,8/17/2021 15:00:00,50-64,1019,906617,955.000000000000000,839993,101,89493,2075,1517471,1056,808010
1115,8/18/2021 15:00:00,50-64,950,907567,924.000000000000000,840917,119,89612,1993,1519464,1043,809053
1116,8/19/2021 15:00:00,50-64,989,908556,951.000000000000000,841868,104,89716,2044,1521508,1055,810108
1117,8/20/2021 15:00:00,50-64,1134,909690,1174.000000000000000,843042,100,89816,2408,1523916,1274,811382
1118,8/21/2021 15:00:00,50-64,608,910298,679.000000000000000,843721,71,89887,1358,1525274,750,812132
1119,8/22/2021 15:00:00,50-64,419,910717,466.000000000000000,844187,28,89915,913,1526187,494,812626
1120,8/23/2021 15:00:00,50-64,951,911668,1035.000000000000000,845222,74,89989,2060,1528247,1109,813735
1121,8/24/2021 15:00:00,50-64,991,912659,1054.000000000000000,846276,108,90097,2153,1530400,1162,814897
1122,8/25/2021 15:00:00,50-64,1015,913674,1072.000000000000000,847348,114,90211,2201,1532601,1186,816083
1123,8/26/2021 15:00:00,50-64,1028,914702,1203.000000000000000,848551,125,90336,2356,1534957,1328,817411
1124,8/27/2021 15:00:00,50-64,1007,915709,1256.000000000000000,849807,89,90425,2352,1537309,1345,818756
1125,8/28/2021 15:00:00,50-64,695,916404,767.000000000000000,850574,71,90496,1533,1538842,838,819594
1126,8/29/2021 15:00:00,50-64,449,916853,510.000000000000000,851084,20,90516,979,1539821,530,820124
1127,8/30/2021 15:00:00,50-64,906,917759,1041.000000000000000,852125,75,90591,2022,1541843,1116,821240
1128,8/31/2021 15:00:00,50-64,885,918644,1016.000000000000000,853141,95,90686,1996,1543839,1111,822351
1129,9/1/2021 15:00:00,50-64,917,919561,954.000000000000000,854095,115,90801,1986,1545825,1069,823420
1130,9/2/2021 15:00:00,50-64,855,920416,959.000000000000000,855054,95,90896,1909,1547734,1054,824474
1131,9/3/2021 15:00:00,50-64,918,921334,1171.000000000000000,856225,71,90967,2160,1549894,1242,825716
1132,9/4/2021 15:00:00,50-64,471,921805,625.000000000000000,856850,42,91009,1138,1551032,667,826383
1133,9/5/2021 15:00:00,50-64,364,922169,396.000000000000000,857246,24,91033,784,1551816,420,826803
1134,9/6/2021 15:00:00,50-64,161,922330,184.000000000000000,857430,18,91051,363,1552179,202,827005
1135,9/7/2021 15:00:00,50-64,731,923061,1150.000000000000000,858580,77,91128,1958,1554137,1227,828232
1136,9/8/2021 15:00:00,50-64,697,923758,911.000000000000000,859491,92,91220,1700,1555837,1003,829235
1137,9/9/2021 15:00:00,50-64,810,924568,950.000000000000000,860441,80,91300,1840,1557677,1030,830265
1138,9/10/2021 15:00:00,50-64,978,925546,1095.000000000000000,861536,93,91393,2166,1559843,1188,831453
1139,9/11/2021 15:00:00,50-64,564,926110,583.000000000000000,862119,74,91467,1221,1561064,657,832110
1140,9/12/2021 15:00:00,50-64,401,926511,411.000000000000000,862530,18,91485,830,1561894,429,832539
1141,9/13/2021 15:00:00,50-64,818,927329,849.000000000000000,863379,69,91554,1736,1563630,918,833457
1142,9/14/2021 15:00:00,50-64,733,928062,889.000000000000000,864268,84,91638,1706,1565336,973,834430
1143,9/15/2021 15:00:00,50-64,711,928773,882.000000000000000,865150,89,91727,1682,1567018,971,835401
1144,9/16/2021 15:00:00,50-64,686,929459,914.000000000000000,866064,76,91803,1676,1568694,990,836391
1145,9/17/2021 15:00:00,50-64,750,930209,1019.000000000000000,867083,87,91890,1856,1570550,1106,837497
1146,9/18/2021 15:00:00,50-64,492,930701,542.000000000000000,867625,46,91936,1080,1571630,588,838085
1147,9/19/2021 15:00:00,50-64,316,931017,392.000000000000000,868017,22,91958,730,1572360,414,838499
1148,9/20/2021 15:00:00,50-64,645,931662,785.000000000000000,868802,62,92020,1492,1573852,847,839346
1149,9/21/2021 15:00:00,50-64,580,932242,844.000000000000000,869646,77,92097,1501,1575353,921,840267
1150,9/22/2021 15:00:00,50-64,654,932896,794.000000000000000,870440,67,92164,1515,1576868,861,841128
1151,9/23/2021 15:00:00,50-64,642,933538,686.000000000000000,871126,70,92234,1398,1578266,756,841884
1152,9/24/2021 15:00:00,50-64,692,934230,870.000000000000000,871996,75,92309,1637,1579903,945,842829
1153,9/25/2021 15:00:00,50-64,536,934766,470.000000000000000,872466,18,92327,1024,1580927,488,843317
1154,9/26/2021 15:00:00,50-64,318,935084,313.000000000000000,872779,14,92341,645,1581572,327,843644
1155,7/11/2021 15:00:00,Unknown,145,120219,137.000000000000000,107188,4,3227,286,207645,141,98462
1156,7/13/2021 15:00:00,Unknown,3,120222,1.000000000000000,107189,,3227,,207645,,98462
1157,7/14/2021 15:00:00,Unknown,57,120279,57.000000000000000,107246,3,3230,117,207762,60,98522
1158,7/15/2021 15:00:00,Unknown,56,120335,90.000000000000000,107336,4,3234,150,207912,94,98616
1159,7/16/2021 15:00:00,Unknown,1012,121347,526.000000000000000,107862,24,3258,1562,209474,550,99166
1160,7/17/2021 15:00:00,Unknown,86,121433,116.000000000000000,107978,4,3262,206,209680,120,99286
1161,7/18/2021 15:00:00,Unknown,152,121585,219.000000000000000,108197,10,3272,381,210061,229,99515
1162,7/19/2021 15:00:00,Unknown,11,121596,10.000000000000000,108207,5,3277,26,210087,15,99530
1163,7/21/2021 15:00:00,Unknown,4,121600,3.000000000000000,108210,,3277,,210087,,99530
1164,7/22/2021 15:00:00,Unknown,27,121627,35.000000000000000,108245,,3277,,210087,,99530
1165,7/23/2021 15:00:00,Unknown,12,121639,13.000000000000000,108258,,3277,,210087,,99530
1166,7/25/2021 15:00:00,Unknown,19,121658,7.000000000000000,108265,,3277,,210087,,99530
1167,7/28/2021 15:00:00,Unknown,,121658,1.000000000000000,108266,,3277,,210087,,99530
1168,7/29/2021 15:00:00,Unknown,33,121691,11.000000000000000,108277,,3277,,210087,,99530
1169,7/30/2021 15:00:00,Unknown,3,121694,2.000000000000000,108279,,3277,,210087,,99530
1170,7/31/2021 15:00:00,Unknown,61,121755,24.000000000000000,108303,3,3280,88,210175,27,99557
1171,8/1/2021 15:00:00,Unknown,1,121756,,108303,,3280,,210175,,99557
1172,8/3/2021 15:00:00,Unknown,3,121759,,108303,,3280,,210175,,99557
1173,8/5/2021 15:00:00,Unknown,35,121794,15.000000000000000,108318,,3280,,210175,,99557
1174,8/6/2021 15:00:00,Unknown,,121794,30.000000000000000,108348,,3280,,210175,,99557
1175,8/7/2021 15:00:00,Unknown,,121794,15.000000000000000,108363,,3280,,210175,,99557
1176,8/8/2021 15:00:00,Unknown,69,121863,26.000000000000000,108389,,3280,,210175,,99557
1177,8/10/2021 15:00:00,Unknown,1,121864,2.000000000000000,108391,,3280,,210175,,99557
1178,8/11/2021 15:00:00,Unknown,3,121867,,108391,1,3281,,210175,,99557
1179,8/12/2021 15:00:00,Unknown,1948,123815,201.000000000000000,108592,,3281,,210175,,99557
1180,8/13/2021 15:00:00,Unknown,7,123822,5.000000000000000,108597,,3281,,210175,,99557
1181,8/14/2021 15:00:00,Unknown,38,123860,17.000000000000000,108614,,3281,,210175,,99557
1182,8/17/2021 15:00:00,Unknown,9,123869,1.000000000000000,108615,,3281,,210175,,99557
1183,8/18/2021 15:00:00,Unknown,1,123870,,108615,,3281,,210175,,99557
1184,8/19/2021 15:00:00,Unknown,25,123895,24.000000000000000,108639,1,3282,50,210225,25,99582
1185,8/20/2021 15:00:00,Unknown,21,123916,9.000000000000000,108648,4,3286,34,210259,13,99595
1186,8/21/2021 15:00:00,Unknown,72,123988,44.000000000000000,108692,,3286,,210259,,99595
1187,8/22/2021 15:00:00,Unknown,6,123994,3.000000000000000,108695,,3286,,210259,,99595
1188,8/27/2021 15:00:00,Unknown,28,124022,36.000000000000000,108731,,3286,,210259,,99595
1189,8/28/2021 15:00:00,Unknown,2162,126184,1759.000000000000000,110490,85,3371,4006,214265,1844,101439
1190,8/29/2021 15:00:00,Unknown,314,126498,245.000000000000000,110735,530,3901,1089,215354,775,102214
1191,8/30/2021 15:00:00,Unknown,3,126501,9.000000000000000,110744,671,4572,683,216037,680,102894
1192,8/31/2021 15:00:00,Unknown,9,126510,8.000000000000000,110752,629,5201,646,216683,637,103531
1193,9/1/2021 15:00:00,Unknown,129,126639,119.000000000000000,110871,523,5724,771,217454,642,104173
1194,9/2/2021 15:00:00,Unknown,183,126822,161.000000000000000,111032,384,6108,728,218182,545,104718
1195,9/3/2021 15:00:00,Unknown,273,127095,166.000000000000000,111198,686,6794,1125,219307,852,105570
1196,9/4/2021 15:00:00,Unknown,228,127323,195.000000000000000,111393,735,7529,1158,220465,930,106500
1197,9/7/2021 15:00:00,Unknown,338,127661,237.000000000000000,111630,2008,9537,2583,223048,2245,108745
1198,9/9/2021 15:00:00,Unknown,18,127679,35.000000000000000,111665,,9537,,223048,,108745
1199,9/10/2021 15:00:00,Unknown,818,128497,477.000000000000000,112142,1325,10862,2620,225668,1802,110547
1200,9/11/2021 15:00:00,Unknown,422,128919,251.000000000000000,112393,417,11279,1090,226758,668,111215
1201,9/12/2021 15:00:00,Unknown,414,129333,299.000000000000000,112692,352,11631,1065,227823,651,111866
1202,9/13/2021 15:00:00,Unknown,199,129532,87.000000000000000,112779,95,11726,381,228204,182,112048
1203,9/14/2021 15:00:00,Unknown,183,129715,59.000000000000000,112838,100,11826,342,228546,159,112207
1204,10/17/2021 15:00:00,12-17,199,333130,304.000000000000000,299789,,122,,141573,,70864
1205,10/18/2021 15:00:00,12-17,363,333493,573.000000000000000,300362,1,123,937,142510,574,71438
1206,10/19/2021 15:00:00,12-17,293,333786,426.000000000000000,300788,,123,,142510,,71438
1207,10/20/2021 15:00:00,12-17,325,334111,429.000000000000000,301217,,123,,142510,,71438
1208,10/21/2021 15:00:00,12-17,365,334476,505.000000000000000,301722,,123,,142510,,71438
1209,10/22/2021 15:00:00,12-17,403,334879,627.000000000000000,302349,,123,,142510,,71438
1210,10/23/2021 15:00:00,12-17,294,335173,397.000000000000000,302746,,123,,142510,,71438
1211,10/24/2021 15:00:00,12-17,189,335362,256.000000000000000,303002,1,124,446,142956,257,71695
1212,10/25/2021 15:00:00,12-17,324,335686,413.000000000000000,303415,,124,,142956,,71695
1213,10/26/2021 15:00:00,12-17,291,335977,349.000000000000000,303764,,124,,142956,,71695
1214,10/27/2021 15:00:00,12-17,304,336281,342.000000000000000,304106,,124,,142956,,71695
1215,10/28/2021 15:00:00,12-17,310,336591,337.000000000000000,304443,,124,,142956,,71695
1216,10/29/2021 15:00:00,12-17,331,336922,517.000000000000000,304960,,124,,142956,,71695
1217,10/30/2021 15:00:00,12-17,226,337148,320.000000000000000,305280,,124,,142956,,71695
1218,10/31/2021 15:00:00,12-17,157,337305,184.000000000000000,305464,,124,,142956,,71695
1219,11/1/2021 15:00:00,12-17,299,337604,401.000000000000000,305865,1,125,701,143657,402,72097
1220,11/2/2021 15:00:00,12-17,265,337869,296.000000000000000,306161,,125,,143657,,72097
1221,11/3/2021 15:00:00,12-17,307,338176,329.000000000000000,306490,2,127,638,144295,331,72428
1222,11/4/2021 15:00:00,12-17,276,338452,344.000000000000000,306834,,127,,144295,,72428
1223,11/5/2021 15:00:00,12-17,360,338812,531.000000000000000,307365,1,128,892,145187,532,72960
1224,11/6/2021 15:00:00,12-17,228,339040,278.000000000000000,307643,,128,,145187,,72960
1225,11/7/2021 15:00:00,12-17,138,339178,201.000000000000000,307844,,128,,145187,,72960
1226,11/8/2021 15:00:00,12-17,271,339449,302.000000000000000,308146,,128,,145187,,72960
1227,11/9/2021 15:00:00,12-17,325,339774,293.000000000000000,308439,2,130,620,145807,295,73255
1228,11/10/2021 15:00:00,12-17,331,340105,308.000000000000000,308747,,130,,145807,,73255
1229,11/11/2021 15:00:00,12-17,383,340488,311.000000000000000,309058,,130,,145807,,73255
1230,11/12/2021 15:00:00,12-17,432,340920,423.000000000000000,309481,2,132,857,146664,425,73680
1231,11/13/2021 15:00:00,12-17,308,341228,254.000000000000000,309735,,132,,146664,,73680
1232,11/14/2021 15:00:00,12-17,162,341390,168.000000000000000,309903,,132,,146664,,73680
1233,11/15/2021 15:00:00,12-17,337,341727,295.000000000000000,310198,,132,,146664,,73680
1234,11/16/2021 15:00:00,12-17,323,342050,256.000000000000000,310454,1,133,580,147244,257,73937
1235,11/17/2021 15:00:00,12-17,362,342412,284.000000000000000,310738,1,134,647,147891,285,74222
1236,11/18/2021 15:00:00,12-17,307,342719,294.000000000000000,311032,,134,,147891,,74222
1237,11/19/2021 15:00:00,12-17,360,343079,313.000000000000000,311345,1,135,674,148565,314,74536
1238,11/20/2021 15:00:00,12-17,272,343351,211.000000000000000,311556,,135,,148565,,74536
1239,11/21/2021 15:00:00,12-17,158,343509,137.000000000000000,311693,,135,,148565,,74536
1240,11/22/2021 15:00:00,12-17,270,343779,253.000000000000000,311946,,135,,148565,,74536
1241,11/23/2021 15:00:00,12-17,359,344138,258.000000000000000,312204,,135,,148565,,74536
1242,11/24/2021 15:00:00,12-17,389,344527,284.000000000000000,312488,,135,,148565,,74536
1243,11/25/2021 15:00:00,12-17,7,344534,6.000000000000000,312494,,135,,148565,,74536
1244,11/26/2021 15:00:00,12-17,230,344764,274.000000000000000,312768,,135,,148565,,74536
1245,11/27/2021 15:00:00,12-17,164,344928,183.000000000000000,312951,,135,,148565,,74536
1246,11/28/2021 15:00:00,12-17,92,345020,126.000000000000000,313077,,135,,148565,,74536
1247,11/29/2021 15:00:00,12-17,186,345206,245.000000000000000,313322,,135,,148565,,74536
1248,11/30/2021 15:00:00,12-17,253,345459,300.000000000000000,313622,1,136,554,149119,301,74837
1249,12/1/2021 15:00:00,12-17,306,345765,277.000000000000000,313899,,136,,149119,,74837
1250,12/2/2021 15:00:00,12-17,291,346056,339.000000000000000,314238,1,137,631,149750,340,75177
1251,12/3/2021 15:00:00,12-17,277,346333,412.000000000000000,314650,1,138,690,150440,413,75590
1252,12/4/2021 15:00:00,12-17,267,346600,300.000000000000000,314950,2,140,569,151009,302,75892
1253,9/15/2021 15:00:00,Unknown,320,130035,163.000000000000000,113001,44,11870,527,229073,207,112414
1254,9/16/2021 15:00:00,Unknown,338,130373,207.000000000000000,113208,44,11914,589,229662,251,112665
1255,9/17/2021 15:00:00,Unknown,375,130748,277.000000000000000,113485,4,11918,656,230318,281,112946
1256,9/18/2021 15:00:00,Unknown,373,131121,234.000000000000000,113719,54,11972,661,230979,288,113234
1257,9/19/2021 15:00:00,Unknown,420,131541,329.000000000000000,114048,8,11980,757,231736,337,113571
1258,9/20/2021 15:00:00,Unknown,25,131566,17.000000000000000,114065,171,12151,213,231949,188,113759
1259,9/21/2021 15:00:00,Unknown,13,131579,5.000000000000000,114070,63,12214,81,232030,68,113827
1260,9/22/2021 15:00:00,Unknown,279,131858,182.000000000000000,114252,186,12400,647,232677,368,114195
1261,9/23/2021 15:00:00,Unknown,341,132199,224.000000000000000,114476,247,12647,812,233489,471,114666
1262,9/24/2021 15:00:00,Unknown,360,132559,316.000000000000000,114792,148,12795,824,234313,464,115130
1263,9/25/2021 15:00:00,Unknown,395,132954,287.000000000000000,115079,316,13111,998,235311,603,115733
1264,9/26/2021 15:00:00,Unknown,244,133198,242.000000000000000,115321,367,13478,853,236164,609,116342
1265,9/27/2021 15:00:00,Unknown,7,133205,9.000000000000000,115330,273,13751,289,236453,282,116624
1266,9/29/2021 15:00:00,Unknown,253,133458,211.000000000000000,115541,655,14406,1119,237572,866,117490
1267,9/30/2021 15:00:00,Unknown,311,133769,222.000000000000000,115763,545,14951,1078,238650,767,118257
1268,10/1/2021 15:00:00,Unknown,238,134007,276.000000000000000,116039,494,15445,1008,239658,770,119027
1269,10/2/2021 15:00:00,Unknown,22,134029,22.000000000000000,116061,88,15533,132,239790,110,119137
1270,10/3/2021 15:00:00,Unknown,,134029,1.000000000000000,116062,1,15534,,239790,2,119139
1271,10/6/2021 15:00:00,Unknown,,134029,8.000000000000000,116070,9,15543,,239790,17,119156
1272,10/7/2021 15:00:00,Unknown,18,134047,26.000000000000000,116096,87,15630,131,239921,113,119269
1273,10/8/2021 15:00:00,Unknown,7,134054,6.000000000000000,116102,20,15650,33,239954,26,119295
1274,10/9/2021 15:00:00,Unknown,21,134075,32.000000000000000,116134,154,15804,207,240161,186,119481
1275,10/10/2021 15:00:00,Unknown,2,134077,1.000000000000000,116135,16,15820,19,240180,17,119498
1276,10/14/2021 15:00:00,Unknown,1364,135441,2089.000000000000000,118224,158,15978,3611,243791,2247,121745
1277,10/15/2021 15:00:00,Unknown,371,135812,606.000000000000000,118830,23,16001,1000,244791,629,122374
1278,10/16/2021 15:00:00,Unknown,206,136018,253.000000000000000,119083,156,16157,615,245406,409,122783
1279,10/17/2021 15:00:00,Unknown,278,136296,290.000000000000000,119373,12,16169,580,245986,302,123085
1280,10/18/2021 15:00:00,Unknown,75,136371,88.000000000000000,119461,,16169,,245986,,123085
1281,10/19/2021 15:00:00,Unknown,941,137312,972.000000000000000,120433,5,16174,1918,247904,977,124062
1282,10/20/2021 15:00:00,Unknown,246,137558,248.000000000000000,120681,13,16187,507,248411,261,124323
1283,10/22/2021 15:00:00,Unknown,247,137805,408.000000000000000,121089,194,16381,849,249260,602,124925
1284,10/23/2021 15:00:00,Unknown,154,137959,168.000000000000000,121257,188,16569,510,249770,356,125281
1285,10/24/2021 15:00:00,Unknown,184,138143,210.000000000000000,121467,11,16580,405,250175,221,125502
1286,10/25/2021 15:00:00,Unknown,8,138151,11.000000000000000,121478,,16580,,250175,,125502
1287,10/26/2021 15:00:00,Unknown,4,138155,10.000000000000000,121488,,16580,,250175,,125502
1288,10/27/2021 15:00:00,Unknown,182,138337,196.000000000000000,121684,5,16585,383,250558,201,125703
1289,10/28/2021 15:00:00,Unknown,150,138487,187.000000000000000,121871,168,16753,505,251063,355,126058
1290,10/29/2021 15:00:00,Unknown,314,138801,382.000000000000000,122253,14,16767,710,251773,396,126454
1291,10/30/2021 15:00:00,Unknown,20,138821,17.000000000000000,122270,159,16926,196,251969,176,126630
1292,10/31/2021 15:00:00,Unknown,141,138962,201.000000000000000,122471,17,16943,359,252328,218,126848
1293,11/1/2021 15:00:00,Unknown,147,139109,185.000000000000000,122656,2,16945,334,252662,187,127035
1294,11/2/2021 15:00:00,Unknown,4,139113,11.000000000000000,122667,2,16947,17,252679,13,127048
1295,11/3/2021 15:00:00,Unknown,88,139201,88.000000000000000,122755,1,16948,177,252856,89,127137
1296,11/4/2021 15:00:00,Unknown,169,139370,201.000000000000000,122956,165,17113,535,253391,366,127503
